order_date,category,units_sold,inventory_on_hand,unit_price,injected_anomaly
2024-02-11,Electronics,269,608,258.98,
2024-02-12,Electronics,281,719,249.86,
2024-02-13,Electronics,60,130,253.81,drop
2024-02-14,Electronics,378,848,251.73,
2024-02-15,Electronics,314,632,256.55,
2024-02-16,Electronics,249,415,261.37,
2024-02-17,Electronics,308,586,248.42,
2024-02-18,Electronics,299,757,242.53,
2024-02-19,Electronics,317,482,246.57,
2024-02-20,Electronics,363,852,249.03,
2024-02-21,Electronics,409,1223,251.49,
2024-02-22,Electronics,345,908,245.29,
2024-02-23,Electronics,268,622,250.26,
2024-02-24,Electronics,299,657,237.55,
2024-02-25,Electronics,321,768,252.6,
2024-02-26,Electronics,343,853,252.46,
2024-02-27,Electronics,364,937,251.87,
2024-02-28,Electronics,386,1022,251.28,
2024-02-29,Electronics,364,720,243.21,
2024-03-01,Electronics,268,755,245.85,
2024-03-02,Electronics,292,830,242.14,
2024-03-03,Electronics,313,671,243.92,
2024-03-04,Electronics,331,762,243.31,
2024-03-05,Electronics,381,854,246.44,
2024-03-06,Electronics,330,1008,247.2,
2024-03-07,Electronics,279,1161,247.96,
2024-03-08,Electronics,228,459,260.99,
2024-03-09,Electronics,280,626,257.21,
2024-03-10,Electronics,332,793,253.43,
2024-03-11,Electronics,1370,3812,255.81,
2024-03-12,Electronics,2407,6830,258.19,spike
2024-03-13,Electronics,400,1096,248.36,
2024-03-14,Electronics,391,997,238.52,
2024-03-15,Electronics,292,781,249.41,
2024-03-16,Electronics,298,766,243.7,
2024-03-17,Electronics,305,750,238.0,
2024-03-18,Electronics,311,691,247.49,
2024-03-19,Electronics,410,804,244.05,
2024-03-20,Electronics,417,872,254.43,
2024-03-21,Electronics,382,940,249.16,
2024-03-22,Electronics,330,606,246.6,
2024-03-23,Electronics,296,461,247.57,
2024-03-24,Electronics,23,44,241.81,drop
2024-03-25,Electronics,387,753,237.77,
2024-03-26,Electronics,418,748,254.0,
2024-03-27,Electronics,432,1043,257.15,
2024-03-28,Electronics,363,588,250.98,
2024-03-29,Electronics,336,690,245.4,
2024-03-30,Electronics,310,791,239.81,
2024-03-31,Electronics,353,1057,240.8,
2024-04-01,Electronics,336,691,249.18,
2024-04-02,Electronics,391,617,254.98,
2024-04-03,Electronics,394,780,260.96,
2024-04-04,Electronics,353,905,254.95,
2024-04-05,Electronics,321,875,259.04,
2024-04-06,Electronics,320,852,257.27,
2024-04-07,Electronics,320,686,252.22,
2024-04-08,Electronics,290,587,256.85,
2024-04-09,Electronics,367,771,237.68,
2024-04-10,Electronics,180,401,243.05,
2024-04-11,Electronics,215,846,256.74,
2024-04-12,Electronics,249,702,254.9,
2024-04-13,Electronics,284,559,253.06,
2024-04-14,Electronics,328,736,238.94,
2024-04-15,Electronics,331,788,242.98,
2024-04-16,Electronics,436,858,262.04,
2024-04-17,Electronics,403,906,254.04,
2024-04-18,Electronics,391,872,256.01,
2024-04-19,Electronics,349,659,240.57,
2024-04-20,Electronics,307,808,246.98,
2024-04-21,Electronics,319,709,252.0,
2024-04-22,Electronics,344,948,247.65,
2024-04-23,Electronics,362,984,244.88,
2024-04-24,Electronics,380,1020,242.1,
2024-04-25,Electronics,398,1115,243.55,
2024-04-26,Electronics,305,612,243.74,
2024-04-27,Electronics,283,513,240.76,
2024-04-28,Electronics,286,703,245.52,
2024-04-29,Electronics,342,793,250.28,
2024-04-30,Electronics,439,724,255.04,
2024-05-01,Electronics,426,736,246.2,
2024-05-02,Electronics,391,800,256.95,
2024-05-03,Electronics,364,703,252.86,
2024-05-04,Electronics,336,607,248.77,
2024-05-05,Electronics,309,510,244.68,
2024-05-06,Electronics,337,822,245.14,
2024-05-07,Electronics,403,1134,237.72,
2024-05-08,Electronics,329,1196,254.54,
2024-05-09,Electronics,356,587,241.15,
2024-05-10,Electronics,347,710,243.15,
2024-05-11,Electronics,339,833,245.14,
2024-05-12,Electronics,330,956,247.14,
2024-05-13,Electronics,344,801,258.92,
2024-05-14,Electronics,376,976,256.65,
2024-05-15,Electronics,407,1152,254.39,
2024-05-16,Electronics,334,647,240.23,
2024-05-17,Electronics,312,751,254.84,
2024-05-18,Electronics,287,671,239.15,
2024-05-19,Electronics,330,952,261.24,
2024-05-20,Electronics,299,568,237.93,
2024-05-21,Electronics,361,1040,242.57,
2024-05-22,Electronics,349,873,246.91,
2024-05-23,Electronics,319,501,244.05,
2024-05-24,Electronics,268,696,246.39,
2024-05-25,Electronics,306,745,249.5,
2024-05-26,Electronics,312,885,252.12,
2024-05-27,Electronics,316,893,254.75,
2024-05-28,Electronics,394,869,250.6,
2024-05-29,Electronics,396,737,260.62,
2024-05-30,Electronics,353,887,246.2,
2024-05-31,Electronics,47,74,251.77,drop
2024-06-01,Electronics,306,520,246.54,
2024-06-02,Electronics,295,705,243.64,
2024-06-03,Electronics,287,726,254.48,
2024-06-04,Electronics,393,843,242.09,
2024-06-05,Electronics,376,804,252.11,
2024-06-06,Electronics,350,729,246.92,
2024-06-07,Electronics,265,774,254.0,
2024-06-08,Electronics,281,597,247.95,
2024-06-09,Electronics,172,293,260.26,
2024-06-10,Electronics,310,708,255.91,
2024-06-11,Electronics,348,668,251.58,
2024-06-12,Electronics,382,864,258.11,
2024-06-13,Electronics,334,771,243.24,
2024-06-14,Electronics,302,415,251.23,
2024-06-15,Electronics,269,698,248.05,
2024-06-16,Electronics,280,733,256.38,
2024-06-17,Electronics,289,546,250.21,
2024-06-18,Electronics,351,973,248.64,
2024-06-19,Electronics,363,562,254.58,
2024-06-20,Electronics,38,65,247.59,drop
2024-06-21,Electronics,240,643,249.51,
2024-06-22,Electronics,260,532,250.46,
2024-06-23,Electronics,274,705,245.51,
2024-06-24,Electronics,287,703,241.49,
2024-06-25,Electronics,310,628,250.88,
2024-06-26,Electronics,334,850,260.27,
2024-06-27,Electronics,304,643,254.82,
2024-06-28,Electronics,227,623,249.36,
2024-06-29,Electronics,251,737,246.26,
2024-06-30,Electronics,248,527,237.88,
2024-07-01,Electronics,288,512,242.62,
2024-07-02,Electronics,346,690,247.37,
2024-07-03,Electronics,294,576,247.33,
2024-07-04,Electronics,290,684,262.36,
2024-07-05,Electronics,244,583,238.63,
2024-07-06,Electronics,252,662,242.34,
2024-07-07,Electronics,259,741,246.06,
2024-07-08,Electronics,246,570,256.88,
2024-07-09,Electronics,257,666,250.81,
2024-07-10,Electronics,340,739,259.62,
2024-07-11,Electronics,314,569,248.7,
2024-07-12,Electronics,216,436,237.98,
2024-07-13,Electronics,234,494,260.78,
2024-07-14,Electronics,253,695,261.29,
2024-07-15,Electronics,233,541,253.43,
2024-07-16,Electronics,273,418,254.3,
2024-07-17,Electronics,295,620,255.17,
2024-07-18,Electronics,241,655,239.42,
2024-07-19,Electronics,228,632,243.06,
2024-07-20,Electronics,225,472,260.28,
2024-07-21,Electronics,218,459,259.11,
2024-07-22,Electronics,262,476,242.01,
2024-07-23,Electronics,283,600,250.3,
2024-07-24,Electronics,304,725,258.6,
2024-07-25,Electronics,280,515,248.62,
2024-07-26,Electronics,201,305,261.22,
2024-07-27,Electronics,187,401,246.27,
2024-07-28,Electronics,250,389,251.58,
2024-07-29,Electronics,233,395,259.91,
2024-07-30,Electronics,298,690,247.31,
2024-07-31,Electronics,278,500,248.02,
2024-08-01,Electronics,261,772,248.73,
2024-08-02,Electronics,200,716,250.41,
2024-08-03,Electronics,282,661,254.87,
2024-08-04,Electronics,282,677,256.94,
2024-08-05,Electronics,281,692,259.02,
2024-08-06,Electronics,281,708,261.09,
2024-08-07,Electronics,274,736,250.83,
2024-08-08,Electronics,242,399,241.29,
2024-08-09,Electronics,208,344,241.5,
2024-08-10,Electronics,212,313,253.11,
2024-08-11,Electronics,217,381,243.71,
2024-08-12,Electronics,207,449,245.09,
2024-08-13,Electronics,263,771,245.7,
2024-08-14,Electronics,240,614,239.25,
2024-08-15,Electronics,237,457,252.05,
2024-08-16,Electronics,201,598,251.29,
2024-08-17,Electronics,190,414,244.05,
2024-08-18,Electronics,224,415,255.24,
2024-08-19,Electronics,190,400,248.94,
2024-08-20,Electronics,248,439,256.97,
2024-08-21,Electronics,266,503,248.53,
2024-08-22,Electronics,217,617,259.49,
2024-08-23,Electronics,200,1426,240.14,spike
2024-08-24,Electronics,183,489,258.76,
2024-08-25,Electronics,191,536,248.52,
2024-08-26,Electronics,202,584,251.19,
2024-08-27,Electronics,236,356,248.63,
2024-08-28,Electronics,225,486,246.08,
2024-08-29,Electronics,214,617,243.52,
2024-08-30,Electronics,157,402,247.02,
2024-08-31,Electronics,178,530,255.55,
2024-09-01,Electronics,195,515,261.76,
2024-09-02,Electronics,252,603,257.52,
2024-09-03,Electronics,308,690,253.28,
2024-09-04,Electronics,249,515,252.69,
2024-09-05,Electronics,232,518,255.25,
2024-09-06,Electronics,273,548,248.02,
2024-09-07,Electronics,227,522,248.96,
2024-09-08,Electronics,181,497,249.89,
2024-09-09,Electronics,201,477,259.16,
2024-09-10,Electronics,249,577,249.72,
2024-09-11,Electronics,267,484,259.43,
2024-09-12,Electronics,231,391,239.97,
2024-09-13,Electronics,163,339,251.89,
2024-09-14,Electronics,191,474,248.7,
2024-09-15,Electronics,207,607,254.37,
2024-09-16,Electronics,186,488,255.67,
2024-09-17,Electronics,230,635,256.3,
2024-09-18,Electronics,215,562,257.06,
2024-09-19,Electronics,217,462,257.83,
2024-09-20,Electronics,176,362,255.14,
2024-09-21,Electronics,166,269,254.61,
2024-09-22,Electronics,202,350,248.38,
2024-09-23,Electronics,195,430,246.43,
2024-09-24,Electronics,206,336,250.71,
2024-09-25,Electronics,202,348,249.13,
2024-09-26,Electronics,198,360,247.55,
2024-09-27,Electronics,172,467,258.89,
2024-09-28,Electronics,187,320,256.55,
2024-09-29,Electronics,199,497,253.62,
2024-09-30,Electronics,190,427,240.05,
2024-10-01,Electronics,198,737,251.35,
2024-10-02,Electronics,248,730,246.0,
2024-10-03,Electronics,326,798,248.15,
2024-10-04,Electronics,405,867,250.3,
2024-10-05,Electronics,228,578,245.04,
2024-10-06,Electronics,206,265,258.52,
2024-10-07,Electronics,185,425,250.15,
2024-10-08,Electronics,238,362,254.3,
2024-10-09,Electronics,248,699,251.55,
2024-10-10,Electronics,201,364,257.2,
2024-10-11,Electronics,194,364,249.0,
2024-10-12,Electronics,332,832,260.96,
2024-10-13,Electronics,192,502,246.21,
2024-10-14,Electronics,203,562,252.8,
2024-10-15,Electronics,214,622,259.38,
2024-10-16,Electronics,226,644,252.54,
2024-10-17,Electronics,237,667,245.69,
2024-10-18,Electronics,170,381,243.83,
2024-10-19,Electronics,185,448,242.22,
2024-10-20,Electronics,178,494,247.48,
2024-10-21,Electronics,204,577,252.16,
2024-10-22,Electronics,234,450,255.98,
2024-10-23,Electronics,263,746,252.49,
2024-10-24,Electronics,224,601,246.32,
2024-10-25,Electronics,210,548,250.58,
2024-10-26,Electronics,195,496,242.13,
2024-10-27,Electronics,201,305,251.38,
2024-10-28,Electronics,212,590,260.39,
2024-10-29,Electronics,223,543,262.21,
2024-10-30,Electronics,248,696,253.18,
2024-10-31,Electronics,254,354,255.59,
2024-11-01,Electronics,261,706,255.17,
2024-11-02,Electronics,288,769,250.74,
2024-11-03,Electronics,316,832,246.31,
2024-11-04,Electronics,334,788,238.09,
2024-11-05,Electronics,334,745,252.11,
2024-11-06,Electronics,342,688,256.24,
2024-11-07,Electronics,350,632,260.36,
2024-11-08,Electronics,344,507,242.31,
2024-11-09,Electronics,339,536,254.08,
2024-11-10,Electronics,333,599,247.29,
2024-11-11,Electronics,297,810,238.25,
2024-11-12,Electronics,342,765,240.6,
2024-11-13,Electronics,387,720,242.96,
2024-11-14,Electronics,359,1024,248.91,
2024-11-15,Electronics,286,928,252.06,
2024-11-16,Electronics,305,832,253.84,
2024-11-17,Electronics,320,819,238.08,
2024-11-18,Electronics,327,667,256.37,
2024-11-19,Electronics,384,954,256.96,
2024-11-20,Electronics,454,706,256.46,
2024-11-21,Electronics,359,824,249.24,
2024-11-22,Electronics,318,942,243.62,
2024-11-23,Electronics,284,481,239.38,
2024-11-24,Electronics,314,878,261.21,
2024-11-25,Electronics,344,1032,259.12,
2024-11-26,Electronics,374,883,241.37,
2024-11-27,Electronics,386,690,240.56,
2024-11-28,Electronics,398,1165,254.91,
2024-11-29,Electronics,281,685,239.63,
2024-11-30,Electronics,316,728,261.23,
2024-12-01,Electronics,330,770,254.46,
2024-12-02,Electronics,353,798,248.67,
2024-12-03,Electronics,434,1186,261.88,
2024-12-04,Electronics,353,765,251.2,
2024-12-05,Electronics,401,761,255.84,
2024-12-06,Electronics,341,597,248.27,
2024-12-07,Electronics,307,741,260.9,
2024-12-08,Electronics,332,766,240.93,
2024-12-09,Electronics,328,667,250.54,
2024-12-10,Electronics,364,793,245.44,
2024-12-11,Electronics,399,919,240.34,
2024-12-12,Electronics,372,910,249.07,
2024-12-13,Electronics,362,955,247.82,
2024-12-14,Electronics,316,871,242.44,
2024-12-15,Electronics,313,792,238.09,
2024-12-16,Electronics,333,819,259.37,
2024-12-17,Electronics,449,802,249.21,
2024-12-18,Electronics,420,778,249.64,
2024-12-19,Electronics,392,754,249.1,
2024-12-20,Electronics,327,573,248.55,
2024-12-21,Electronics,324,742,252.36,
2024-12-22,Electronics,379,911,245.19,
2024-12-23,Electronics,385,949,242.05,
2024-12-24,Electronics,474,871,243.36,
2024-12-25,Electronics,474,1155,245.0,
2024-12-26,Electronics,392,1013,239.79,
2024-12-27,Electronics,330,945,256.53,
2024-12-28,Electronics,389,998,252.48,
2024-12-29,Electronics,404,1155,247.31,
2024-12-30,Electronics,355,1156,257.93,
2024-12-31,Electronics,460,1157,252.7,
2025-01-01,Electronics,330,707,254.11,
2025-01-02,Electronics,300,570,254.97,
2025-01-03,Electronics,251,517,242.01,
2025-01-04,Electronics,368,1421,249.8,
2025-01-05,Electronics,313,521,245.62,
2025-01-06,Electronics,316,825,239.62,
2025-01-07,Electronics,325,639,239.11,
2025-01-08,Electronics,398,722,247.27,
2025-01-09,Electronics,342,682,244.59,
2025-01-10,Electronics,277,548,249.5,
2025-01-11,Electronics,255,443,256.45,
2025-01-12,Electronics,295,509,249.48,
2025-01-13,Electronics,335,575,242.52,
2025-01-14,Electronics,364,700,246.88,
2025-01-15,Electronics,392,824,251.24,
2025-01-16,Electronics,351,949,244.24,
2025-01-17,Electronics,269,778,257.96,
2025-01-18,Electronics,284,651,261.31,
2025-01-19,Electronics,301,811,255.31,
2025-01-20,Electronics,318,651,250.6,
2025-01-21,Electronics,373,1119,238.35,
2025-01-22,Electronics,404,796,239.31,
2025-01-23,Electronics,401,606,257.48,
2025-01-24,Electronics,265,417,260.3,
2025-01-25,Electronics,312,909,258.84,
2025-01-26,Electronics,332,564,260.44,
2025-01-27,Electronics,353,830,254.29,
2025-01-28,Electronics,374,1095,251.89,
2025-01-29,Electronics,411,788,254.65,
2025-01-30,Electronics,383,790,257.41,
2025-01-31,Electronics,272,610,246.29,
2025-02-01,Electronics,302,582,246.62,
2025-02-02,Electronics,331,555,246.94,
2025-02-03,Electronics,340,900,257.06,
2025-02-04,Electronics,392,916,244.3,
2025-02-05,Electronics,394,998,256.94,
2025-02-06,Electronics,379,1079,250.3,
2025-02-07,Electronics,364,1014,252.01,
2025-02-08,Electronics,350,950,253.72,
2025-02-09,Electronics,335,886,255.43,
2025-02-10,Electronics,320,821,257.14,
2025-02-11,Electronics,378,845,255.2,
2025-02-12,Electronics,435,869,253.25,
2025-02-13,Electronics,771,2044,251.8,
2025-02-14,Electronics,1107,3220,250.36,spike
2025-02-15,Electronics,302,496,237.52,
2025-02-16,Electronics,348,902,249.35,
2025-02-17,Electronics,347,762,256.01,
2025-02-18,Electronics,399,1023,242.37,
2025-02-19,Electronics,451,930,259.83,
2025-02-20,Electronics,362,939,261.36,
2025-02-21,Electronics,354,706,243.4,
2025-02-22,Electronics,345,993,239.53,
2025-02-23,Electronics,356,892,239.53,
2025-02-24,Electronics,380,586,239.53,
2025-02-25,Electronics,414,638,239.54,
2025-02-26,Electronics,449,689,239.54,
2025-02-27,Electronics,380,811,242.89,
2025-02-28,Electronics,312,933,246.24,
2025-03-01,Electronics,328,805,253.23,
2025-03-02,Electronics,326,780,249.92,
2025-03-03,Electronics,324,754,246.61,
2025-03-04,Electronics,449,898,258.69,
2025-03-05,Electronics,460,885,245.63,
2025-03-06,Electronics,435,945,260.39,
2025-03-07,Electronics,340,757,252.41,
2025-03-08,Electronics,342,678,248.58,
2025-03-09,Electronics,344,600,244.76,
2025-03-10,Electronics,404,882,248.01,
2025-03-11,Electronics,463,1163,251.26,
2025-03-12,Electronics,457,828,240.24,
2025-03-13,Electronics,381,575,258.24,
2025-03-14,Electronics,345,758,260.31,
2025-03-15,Electronics,321,524,238.21,
2025-03-16,Electronics,321,844,241.14,
2025-03-17,Electronics,368,930,261.15,
2025-03-18,Electronics,436,966,260.58,
2025-03-19,Electronics,504,1003,260.01,
2025-03-20,Electronics,415,997,259.44,
2025-03-21,Electronics,330,920,245.72,
2025-03-22,Electronics,331,758,256.89,
2025-03-23,Electronics,350,882,257.16,
2025-03-24,Electronics,368,673,239.24,
2025-03-25,Electronics,451,1026,238.62,
2025-03-26,Electronics,461,873,245.54,
2025-03-27,Electronics,386,793,243.92,
2025-03-28,Electronics,312,865,256.89,
2025-03-29,Electronics,371,887,255.25,
2025-03-30,Electronics,371,856,248.65,
2025-03-31,Electronics,394,882,237.95,
2025-04-01,Electronics,412,909,241.6,
2025-04-02,Electronics,431,936,245.26,
2025-04-03,Electronics,449,962,248.91,
2025-04-04,Electronics,392,936,252.57,
2025-04-05,Electronics,335,911,256.22,
2025-04-06,Electronics,358,952,250.27,
2025-04-07,Electronics,350,656,254.7,
2025-04-08,Electronics,412,717,257.11,
2025-04-09,Electronics,473,778,259.52,
2025-04-10,Electronics,471,1130,242.25,
2025-04-11,Electronics,334,691,261.43,
2025-04-12,Electronics,360,623,260.79,
2025-04-13,Electronics,373,976,253.04,
2025-04-14,Electronics,390,647,240.57,
2025-04-15,Electronics,439,932,244.67,
2025-04-16,Electronics,488,1092,253.3,
2025-04-17,Electronics,407,777,261.92,
2025-04-18,Electronics,324,806,260.02,
2025-04-19,Electronics,352,549,249.98,
2025-04-20,Electronics,354,835,237.77,
2025-04-21,Electronics,384,1034,250.97,
2025-04-22,Electronics,490,1448,258.51,
2025-04-23,Electronics,412,904,240.87,
2025-04-24,Electronics,389,696,249.46,
2025-04-25,Electronics,365,489,258.04,
2025-04-26,Electronics,342,806,240.14,
2025-04-27,Electronics,341,818,260.0,
2025-04-28,Electronics,389,1045,257.63,
2025-04-29,Electronics,420,990,260.47,
2025-04-30,Electronics,450,935,242.92,
2025-05-01,Electronics,469,774,257.57,
2025-05-02,Electronics,327,662,253.4,
2025-05-03,Electronics,355,834,253.98,
2025-05-04,Electronics,366,716,244.29,
2025-05-05,Electronics,376,1100,255.22,
2025-05-06,Electronics,432,952,258.73,
2025-05-07,Electronics,440,1207,257.39,
2025-05-08,Electronics,414,1008,254.63,
2025-05-09,Electronics,343,728,248.67,
2025-05-10,Electronics,320,631,258.93,
2025-05-11,Electronics,362,566,258.94,
2025-05-12,Electronics,368,853,254.9,
2025-05-13,Electronics,453,762,250.44,
2025-05-14,Electronics,447,1178,237.53,
2025-05-15,Electronics,376,1593,246.89,
2025-05-16,Electronics,1221,2009,238.55,spike
2025-05-17,Electronics,298,882,238.38,
2025-05-18,Electronics,349,779,238.59,
2025-05-19,Electronics,384,943,250.37,
2025-05-20,Electronics,419,894,260.42,
2025-05-21,Electronics,400,779,250.38,
2025-05-22,Electronics,380,664,240.33,
2025-05-23,Electronics,296,447,250.51,
2025-05-24,Electronics,316,482,237.81,
2025-05-25,Electronics,329,652,257.63,
2025-05-26,Electronics,365,1053,241.75,
2025-05-27,Electronics,366,879,244.64,
2025-05-28,Electronics,366,705,247.54,
2025-05-29,Electronics,384,1027,240.07,
2025-05-30,Electronics,305,529,261.49,
2025-05-31,Electronics,313,530,251.2,
2025-06-01,Electronics,344,831,261.6,
2025-06-02,Electronics,382,706,246.87,
2025-06-03,Electronics,421,1123,256.15,
2025-06-04,Electronics,431,1136,250.43,
2025-06-05,Electronics,384,691,254.93,
2025-06-06,Electronics,309,852,252.6,
2025-06-07,Electronics,317,584,250.57,
2025-06-08,Electronics,325,551,254.61,
2025-06-09,Electronics,322,861,245.39,
2025-06-10,Electronics,374,777,250.92,
2025-06-11,Electronics,426,693,256.46,
2025-06-12,Electronics,338,706,256.4,
2025-06-13,Electronics,251,719,256.34,
2025-06-14,Electronics,306,621,248.61,
2025-06-15,Electronics,282,632,257.32,
2025-06-16,Electronics,302,642,240.87,
2025-06-17,Electronics,344,553,240.55,
2025-06-18,Electronics,361,716,242.92,
2025-06-19,Electronics,378,928,253.43,
2025-06-20,Electronics,302,854,246.24,
2025-06-21,Electronics,305,682,245.91,
2025-06-22,Electronics,311,894,261.64,
2025-06-23,Electronics,312,593,243.89,
2025-06-24,Electronics,372,857,243.36,
2025-06-25,Electronics,436,944,249.74,
2025-06-26,Electronics,348,811,252.3,
2025-06-27,Electronics,284,779,254.85,
2025-06-28,Electronics,253,667,262.01,
2025-06-29,Electronics,284,548,242.75,
2025-06-30,Electronics,275,572,261.31,
2023-01-02,Furniture,100,252,387.81,
2023-01-03,Furniture,106,239,386.18,
2023-01-04,Furniture,264,728,398.28,
2023-01-05,Furniture,422,1218,410.38,spike
2023-01-06,Furniture,258,746,414.11,
2023-01-07,Furniture,94,273,417.84,
2023-01-08,Furniture,91,151,396.39,
2023-01-09,Furniture,100,181,389.26,
2023-01-10,Furniture,110,211,382.14,
2023-01-11,Furniture,128,268,402.68,
2023-01-12,Furniture,104,245,400.14,
2023-01-13,Furniture,85,210,398.63,
2023-01-14,Furniture,87,254,398.11,
2023-01-15,Furniture,101,251,415.3,
2023-01-16,Furniture,98,195,417.76,
2023-01-17,Furniture,120,322,389.71,
2023-01-18,Furniture,130,342,413.86,
2023-01-19,Furniture,116,237,390.86,
2023-01-20,Furniture,91,227,394.91,
2023-01-21,Furniture,89,263,393.36,
2023-01-22,Furniture,107,266,391.09,
2023-01-23,Furniture,101,237,392.2,
2023-01-24,Furniture,121,342,385.26,
2023-01-25,Furniture,120,351,397.41,
2023-01-26,Furniture,107,219,390.5,
2023-01-27,Furniture,92,192,402.79,
2023-01-28,Furniture,89,239,415.12,
2023-01-29,Furniture,107,232,379.26,
2023-01-30,Furniture,97,196,392.56,
2023-01-31,Furniture,128,200,413.76,
2023-02-01,Furniture,145,374,418.84,
2023-02-02,Furniture,123,356,388.05,
2023-02-03,Furniture,117,206,412.54,
2023-02-04,Furniture,104,284,393.35,
2023-02-05,Furniture,103,227,404.07,
2023-02-06,Furniture,102,236,414.79,
2023-02-07,Furniture,132,234,415.74,
2023-02-08,Furniture,141,311,385.42,
2023-02-09,Furniture,92,238,397.91,
2023-02-10,Furniture,72,164,407.89,
2023-02-11,Furniture,102,239,417.66,
2023-02-12,Furniture,110,284,405.02,
2023-02-13,Furniture,118,329,392.37,
2023-02-14,Furniture,126,374,379.73,
2023-02-15,Furniture,122,322,407.49,
2023-02-16,Furniture,124,266,401.27,
2023-02-17,Furniture,101,199,408.37,
2023-02-18,Furniture,89,224,394.99,
2023-02-19,Furniture,99,229,380.21,
2023-02-20,Furniture,109,223,379.43,
2023-02-21,Furniture,142,398,403.4,
2023-02-22,Furniture,152,372,406.87,
2023-02-23,Furniture,125,374,395.9,
2023-02-24,Furniture,112,327,398.8,
2023-02-25,Furniture,112,229,381.25,
2023-02-26,Furniture,111,186,405.92,
2023-02-27,Furniture,119,194,382.86,
2023-02-28,Furniture,136,367,383.9,
2023-03-01,Furniture,139,213,394.31,
2023-03-02,Furniture,127,218,393.63,
2023-03-03,Furniture,114,223,392.94,
2023-03-04,Furniture,102,228,392.26,
2023-03-05,Furniture,120,289,396.37,
2023-03-06,Furniture,134,350,404.04,
2023-03-07,Furniture,149,412,411.7,
2023-03-08,Furniture,152,356,383.08,
2023-03-09,Furniture,102,286,405.49,
2023-03-10,Furniture,112,215,414.78,
2023-03-11,Furniture,101,251,401.32,
2023-03-12,Furniture,107,186,410.38,
2023-03-13,Furniture,120,243,400.39,
2023-03-14,Furniture,129,300,388.27,
2023-03-15,Furniture,161,357,398.53,
2023-03-16,Furniture,132,197,382.68,
2023-03-17,Furniture,116,174,408.42,
2023-03-18,Furniture,109,311,400.35,
2023-03-19,Furniture,117,207,406.29,
2023-03-20,Furniture,128,317,391.86,
2023-03-21,Furniture,138,363,402.42,
2023-03-22,Furniture,152,339,392.25,
2023-03-23,Furniture,137,302,409.98,
2023-03-24,Furniture,96,198,415.25,
2023-03-25,Furniture,105,180,402.3,
2023-03-26,Furniture,122,248,389.34,
2023-03-27,Furniture,140,179,387.9,
2023-03-28,Furniture,157,261,381.94,
2023-03-29,Furniture,165,310,387.78,
2023-03-30,Furniture,126,330,393.62,
2023-03-31,Furniture,94,237,398.5,
2023-04-01,Furniture,114,173,396.58,
2023-04-02,Furniture,118,196,405.68,
2023-04-03,Furniture,123,218,414.79,
2023-04-04,Furniture,152,402,381.45,
2023-04-05,Furniture,149,335,401.05,
2023-04-06,Furniture,130,294,401.44,
2023-04-07,Furniture,111,253,401.82,
2023-04-08,Furniture,94,282,417.79,
2023-04-09,Furniture,98,258,400.98,
2023-04-10,Furniture,101,233,384.16,
2023-04-11,Furniture,132,356,390.37,
2023-04-12,Furniture,163,478,396.58,
2023-04-13,Furniture,125,272,386.19,
2023-04-14,Furniture,120,262,388.81,
2023-04-15,Furniture,105,253,410.5,
2023-04-16,Furniture,114,264,392.42,
2023-04-17,Furniture,124,370,387.24,
2023-04-18,Furniture,148,420,404.17,
2023-04-19,Furniture,135,251,385.39,
2023-04-20,Furniture,120,241,382.61,
2023-04-21,Furniture,101,186,396.0,
2023-04-22,Furniture,101,202,402.12,
2023-04-23,Furniture,118,218,406.32,
2023-04-24,Furniture,118,199,417.27,
2023-04-25,Furniture,138,401,405.57,
2023-04-26,Furniture,166,385,391.33,
2023-04-27,Furniture,116,181,385.97,
2023-04-28,Furniture,116,294,417.7,
2023-04-29,Furniture,109,302,397.35,
2023-04-30,Furniture,112,215,407.11,
2023-05-01,Furniture,115,259,395.92,
2023-05-02,Furniture,137,348,412.64,
2023-05-03,Furniture,132,363,410.89,
2023-05-04,Furniture,128,378,409.14,
2023-05-05,Furniture,99,267,417.77,
2023-05-06,Furniture,108,211,397.26,
2023-05-07,Furniture,111,308,407.48,
2023-05-08,Furniture,114,292,393.77,
2023-05-09,Furniture,116,276,380.06,
2023-05-10,Furniture,118,242,391.96,
2023-05-11,Furniture,121,209,403.87,
2023-05-12,Furniture,112,230,411.35,
2023-05-13,Furniture,110,322,407.69,
2023-05-14,Furniture,103,210,406.46,
2023-05-15,Furniture,96,250,411.2,
2023-05-16,Furniture,146,315,391.71,
2023-05-17,Furniture,142,217,379.97,
2023-05-18,Furniture,122,247,387.52,
2023-05-19,Furniture,100,277,405.28,
2023-05-20,Furniture,90,196,417.16,
2023-05-21,Furniture,100,206,386.49,
2023-05-22,Furniture,105,294,386.52,
2023-05-23,Furniture,132,208,379.36,
2023-05-24,Furniture,149,252,387.01,
2023-05-25,Furniture,126,244,396.67,
2023-05-26,Furniture,105,312,410.93,
2023-05-27,Furniture,93,229,384.03,
2023-05-28,Furniture,105,233,397.31,
2023-05-29,Furniture,111,299,405.56,
2023-05-30,Furniture,117,312,385.2,
2023-05-31,Furniture,136,204,397.59,
2023-06-01,Furniture,77,224,414.2,
2023-06-02,Furniture,91,225,382.14,
2023-06-03,Furniture,99,280,408.13,
2023-06-04,Furniture,114,242,385.47,
2023-06-05,Furniture,122,276,398.51,
