order_date,category,units_sold,inventory_on_hand,unit_price,_injected_anomaly
01-05-2025,FURNITURE ,115,214,416.33,
05-Jun-25,Electronics,384,691,$254.93,
2024.11.13,furniture,137,403,$384.82,
19-06-2023,CLOTHING,346,1001,$41.94,
2025.04.30, Electronics ,450,935,$242.92,
16-Oct-23,furniture,67,142,388.98,
2025.01.24,Groceries,574,1669,$8.50,
"Oct 12, 2024", furniture,71,142,$399.33,
13-04-2023,Electroncs,339,745,253.64,
05-Jun-25,Cloting,414,670,39.68,
2024.04.25,FURNITURE ,132,216,"406,52",
"Oct 25, 2024",Electroncs,,N/A,250.58,
2023.11.15,clothing,488,1370,"41,79",
28-12-2024,CLOTHING,399,724,39.76,
08-06-2024,toys,159,349,24.39,
05-08-2024, Toys ,259,,$24.63,
2024.05.28,toys,203,446,24.27,
25-01-2025,Electronics,312,909,$258.84,
"Jun 11, 2024",Furnitature,NULL,233,409.41,
04-03-2023,Cloting,363,942,39.33,
04-01-2024,Clothing,420,1249,40.35,
2025.03.13,FURNITURE ,147,300,NULL,
05-Apr-23,Electroncs,352,993,252.98,
23-Jan-25, groceries ,613,?,8.67,
30-Mar-23,electronics,355,992,242.17,
2024.06.05,Electronics,376,804,252.11,
10/22/2023,Clothing,-236,505,$41.58,
29-Oct-23,Furnitature,74,209,na,
25-01-2024,Grocery,670,1881,$8.07,
"Feb 03, 2024",Furnitature,108,213,405.99,
04/25/2025,Toys,173,391,25.93,
04-06-2024,Electronics,393,843,$242.09,
2024.11.21,Toys,204,564,24.1,
2025.06.07,GROCERIES ,448,1221,8.14,
2023.01.24,Clothing,375,987,38.45,
"Feb 04, 2024",Toys,171,315,25.73,
20-05-2025,groceries,750,2147,$8.24,
25-11-2023, Toys ,155,386,24.3,
2024.08.08,clothing,293,699,41.8,
2025.01.30, furniture,135,351,393.66,
2024.09.05,Toyz,143,391,24.11,
04/14/2024, groceries ,735,2071,8.53,
10/23/2024,TOYS,146,N/A,25.43,
2024.12.30,Toyz,225,656,24.41,
2023.10.08,Groceries,378,757,8.58,
06/18/2023,Toys,159,405,25.51,
2023.10.08,Electronics,166,407,"252,32",
04-07-2024,GROCERIES ,710,1082,8.66,
23-04-2025,Groceries,953,2234,8.82,
17-06-2025,Furniture,158,461,400.32,
"Jul 27, 2024",ELECTRONICS,187,401,$246.27,
12/25/2024,Furnitature,177,466,$404.65,
2024.06.11,Toys,196,501,25.94,
19-May-25,clothing,452,699,"38,90",
"Apr 15, 2025", furniture,183,N/A,395.57,
"Jun 10, 2024",Electronics,310,708,255.91,
"Dec 21, 2023", Clothing,481,1050,41.84,
12/18/2024, Clothing,542,1065,38.94,
01-10-2024,furniture,130,325,408.6,
2025.05.08,Electroncs,414,1008,$254.63,
2025.02.20,electronics,362,939,261.36,
03-12-2023,TOYS,169,404,24.55,
03/13/2023,TOYS,na,338,$25.01,
"Jun 06, 2025", Electronics ,309,852,$252.60,
2023.07.14,clothing,236,366,39.15,
03-07-2025, groceries ,532,856,8.37,
"Feb 02, 2023",Furnitature,123,356,$388.05,
04-02-2023, Toys ,164,486,$24.41,
20-Nov-24,toys,251,407,$24.75,
"Jun 21, 2025",toys,168,485,"24,39",
07/13/2024,Groceries,478,1115,8.42,
23-Nov-23,Grocery,617,1241,8.56,
2024.03.30,Toys,184,398,23.86,
03-Jan-25,Toys,139,306,24.92,
02-Feb-24,furniture,100,178,na,
01-03-2025, groceries ,1725,5094,,spike
04/24/2023,Toyz,188,407,24.93,
2023.02.03,electronics,237,413,$247.88,
02/25/2024,Cloting,409,null,39.54,
2024.12.16, Electronics ,333,819,$259.37,
03-07-2023,Furnitature,92,273,404.03,
2023.08.14, furniture,79,130,$385.80,
"Feb 16, 2024",toys,164,258,25.13,
06-04-2024,Furnitature,NULL,209,383.6,
09-04-2024,Clothing,562,1239,39.09,
09-05-2023, Electronics ,213,531,na,
01/28/2024, groceries ,601,1150,8.88,
2024.10.24,Groceries,467,737,"8,24",
27-Dec-23,Groceries,-909,2433,8.83,
27-06-2024,Toyz,211,447,$24.94,
18-11-2023, Electronics ,258,634,$247.56,
06/20/2024,Toys,189,NULL,25.86,
"May 15, 2023",ELECTRONICS,278,763,$261.23,
18-Jul-23,toys,161,481,25.98,
"Feb 20, 2023",electronics,271,562,242.13,
31-05-2024,Electroncs,47,74,$251.77,drop
"Feb 26, 2024",Grocery,654, ,8.08,
"Jul 18, 2024", Clothing,300,509,$40.40,
"May 25, 2025",Clothing,395,1073,$40.50,
25-06-2025,groceries,732,1456,$8.70,
06/25/2023,GROCERIES ,528,999,8.62,
"Aug 21, 2024",ELECTRONICS,266,503,248.53,
06-May-23,Toys,179,341,"25,44",
05-12-2025,TOYS,211,487,25.89,
06-07-2025,toys,185,391, ,
2023.07.29,FURNITURE ,79,221,411.03,
2025.04.26,Electronics,342,806,240.14,
09-02-2023, furniture,70,165,387.01,
11/26/2023,Electroncs,285,519,248.56,
01-11-2024,Electroncs,264,706,254.09,
03/14/2023,Toys,217,462,25.91,
"May 20, 2024",furniture,119,243,$410.19,
2025.02.02,Electroncs,331,555,246.94,
03/18/2024, groceries ,665,1938,$8.56,
20-12-2024,electronics,327,573,248.55,
28-01-2025,TOYS,226,348,25.02,
06-Sep-23,Groceries,490,?,"8,29",
"Sep 14, 2024",Groceries,374,931,$8.55,
10-09-2023,FURNITURE ,59,101,$412.46,
06-May-25,Toys,266,691,26.12,
2023.12.29,groceries,644,968,na,
24-02-2024,Groceries,573,1482,$8.28,
02-03-2025,Furniture,140,261,NULL,
23-Oct-24,Electroncs,263,746,252.49,
07-11-2023,ELECTRONICS,347,985,$260.37,
10-Jul-23, groceries ,548,835,8.72,
04-10-2024,Clothing,200,456,40,
2025.01.06,toys,169,359,"24,57",
2023.09.26,furniture,73,188,382.7,
05-May-24,FURNITURE ,138,227,405.22,
01-Sep-23,GROCERIES ,311,807,8.26,
"Jun 18, 2023",Cloting,342,919,39.49,
17-10-2023,Toyz,750, ,$24.98,spike
11/28/2024,Grocery,781,?,8.59,
"Apr 16, 2024",electronics,436,858,$262.04,
28-03-2025,toys,191,432,25.63,
2025.04.21,electronics,384,1034,$250.97,
25-Jan-23,Furniture,120,351,$397.41,
18-Mar-23,clothing,356,619,39.14,
03/24/2023,Toyz,-178,301,25.18,
2023.09.23,TOYS,103,218,25.1,
"Nov 16, 2023",ELECTRONICS,317,486,$260.90,
02-04-2024,furniture,112,182,410.47,
"Sep 03, 2023",GROCERIES ,366,1093,8.38,
"Nov 29, 2023",Groceries,782,1680,8.35,
19-01-2025, Toys ,188,551,24.6,
11-04-2023, groceries ,890,1587,8.18,
03-09-2023,Toyz,100,200,23.87,
09-Apr-25,Electroncs,473,778,$259.52,
2024.08.06,Clothing,333,910,38.48,
"Oct 27, 2024", Electronics ,201,305,251.38,
2023.11.17,groceries,499,1336,8.65,
07-07-2023, Toys ,121,,24,
02-01-2025,ELECTRONICS,314,644,256.12,
2023.07.12,TOYS,186,498,26.11,
02/22/2024,Cloting,465,1370,39.23,
2024.10.17,ELECTRONICS,237,667,$245.69,
03-02-2025,ELECTRONICS,338,899,259.27,
"May 17, 2024",Groceries,533,950,8.37,
07/16/2023,toys,145,334,$24.99,
2023.08.10,FURNITURE ,89,246,396.78,
"Mar 01, 2025",Groceries,663,1842,$8.62,
2024.02.12,clothing,396,943,40.93,
"Apr 18, 2024",Furniture,149,371,395.19,
"Mar 09, 2023",ELECTRONICS,322,679,249.6,
25-05-2023,clothing,372,803,39.65,
2024.04.06,Grocery,698,1811,8.31,
10-May-25,TOYS,208,428,23.73,
2023.07.15,Cloting,272,457,,
2023.01.18,Electronics,292,862,245.95,
"Jan 24, 2024", furniture,157,245,394.54,
"Aug 24, 2024",Groceries,391,633,$8.30,
"May 04, 2023",Toyz,206,369,24.5,
28-06-2023,Furnitature,115,257,$385.85,
09-May-24, Electronics ,356,587,241.15,
2023.01.30,TOYS,165,331,24.17,
26-04-2023,GROCERIES ,811,2111,NULL,
10-07-2024,Furnitature,128,215,414.01,
28-Mar-25,Electronics,312,865,256.89,
2024.01.03,Furniture,133,240,"383,78",
12/30/2023,ELECTRONICS,?,,$242.96,
2023.03.08,Electronics,359,873,$250.55,
10/23/2024,furniture,88,248,"396,46",
2024.02.08,Electronics,326,660,243.57,
08-Mar-23, furniture,152,356,383.08,
2023.10.22, Electronics ,162,332,"245,19",
16-Nov-24, groceries , ,1044,8.76,
30-05-2025,Cloting,345,733,41.43,
2023.04.24,Clothing,418,1063,39,
2024.10.04, furniture,69,119,$416.08,
08/23/2024,Toys,119,312,25.37,
22-06-2023, furniture,121,317,412.93,
01-10-2024,furniture,88,200,402.29,
19-11-2023,ELECTRONICS,281,429,241.45,
"May 17, 2023", furniture,142,217,379.97,
04/22/2024,toys,206,575,24.76,
05/31/2023, Clothing,451,1136,$41.99,
01-02-2025,furniture,112,280,386.42,
2024.08.18,Toyz,-119,325,24.06,
2024.03.22,Furniture,113,273,404.95,
28-05-2024,Electroncs,394,869,$250.60,
"Sep 24, 2024",Furniture,87,196,403.75,
11-Dec-23,Groceries,705,1403,8.57,
2025.01.26,Electroncs,332,564,260.44,
03-11-2023,Cloting,354,1008,40.61,
2025.03.03,Furniture,145,250,392.98,
"Oct 04, 2023", Clothing,272,476,39.96,
2024.11.25,Electronics,?,1032,$259.12,
2023.06.05,Toyz,152,335,25.43,
2023.06.06,furniture,,311,411.55,
18-Feb-25, Electronics ,-452,1023,$242.37,
04/19/2023,Toyz, ,544,23.93,
02/23/2023, Electronics ,292,478,N/A,
2025.02.05,FURNITURE ,168,481,414.17,
"Dec 22, 2023",Cloting,354,na,"38,52",
"Nov 16, 2024",clothing,331,605,38.34,
01-08-2024,Clothing,331,573,$41.09,
02-Aug-24, groceries ,-408,1120,8.91,
16-02-2025, Clothing,422,890,41.72,
"Sep 04, 2023",Furnitature,64,158,381.96,
20-03-2023,Electronics,280,620,251.52,
01-Oct-23,Clothing,-209,408,38.81,
15-02-2023, Clothing,475,986,"40,95",
2023.03.16,Toys,194,339,$24.05,
"Sep 09, 2023",GROCERIES ,354,744,N/A,
"Dec 26, 2023",Electronics,426,na,$241.27,
2024.01.14,FURNITURE ,103,239,409.47,
07/20/2023, Toys ,148,322,$25.25,
19-06-2025, Toys ,211,339,24.83,
12-Feb-23,groceries,621,1621,8.46,
21-04-2023, furniture,101,186,396,
02-12-2023,CLOTHING,367,676,40.27,
2025.03.05,Cloting,-577,1180,38.56,
07/26/2023,groceries,548,1178,8.61,
2025.02.15,clothing,379,850,40.66,
"Jan 09, 2023", Electronics ,241,522,254.38,
"Jan 11, 2023",Toys,196,519,$24.12,
10-02-2024,groceries,437,,8.31,
02/13/2024,Groceries,746,null,8.45,
"Aug 05, 2024", groceries ,423,636,8.64,
2023.11.07,toys,217,453,26.06,
2024.11.12, Toys ,225,666,$25.45,
05-12-2023,Cloting,333,527,38.97,
2023.01.23, groceries ,666,1762,NULL,
12-May-25,Grocery,645,1438,$8.71,
07-09-2023,Electronics,218,537,258.17,
"Jul 23, 2023", Electronics ,180,na,259.12,
11/13/2024, Toys ,NULL,451,24.18,
2024.12.29,ELECTRONICS,404,1155,247.31,
2023.07.16,clothing,284,606,$41.55,
11-Dec-24, furniture,161,268,418.41,
30-06-2024,groceries,484,1308,8.37,
"Jul 15, 2023", Electronics ,194,466,245.87,
13-09-2023,Grocery,478,927,8.55,
29-Apr-24, groceries ,646,1835,$8.86,
10-11-2023,ELECTRONICS,182,385,253.13,
04-03-2025, groceries ,793,1916,8.17,
"May 30, 2023",ELECTRONICS,329,710,$247.86,
2025.01.04,furniture,102,228,407.42,
26-Sep-23,Electronics,188,556,$253.26,
18-May-25, Electronics ,349,779,238.59,
2023.05.23,FURNITURE ,132,208,379.36,
"Apr 01, 2023",Cloting,329,920,$39.86,
20-02-2023, Clothing,-358,987,39.94,
04/30/2023,Groceries,716,1732,"8,55",
2024.03.09,Furnitature,119,255,416.99,
06-10-2024,ELECTRONICS,?,265,$258.52,
05-Apr-24,ELECTRONICS,321,875,$259.04,
"Nov 27, 2023",FURNITURE ,120,189,388.88,
"Oct 06, 2024",GROCERIES ,340,806,8.45,
23-06-2024, Toys ,152,?,"24,75",
19-Feb-24,electronics,317,482,246.57,
10-Feb-25,toys,208,482,$24.96,
02-11-2023,Toyz,189,568,"24,90",
2023.10.02,electronics,N/A,418,253.65,
10/17/2024,Cloting,-272,795,40.1,
"Aug 21, 2024",FURNITURE ,94,268,$399.56,
"Apr 13, 2023",furniture,125,272,$386.19,
22-05-2024,ELECTRONICS,349,873,$246.91,
2025.04.06,electronics,358,952,250.27,
2023.07.17,CLOTHING,273,706,$39.72,
26-Nov-24, furniture,173,499,391.27,
04-11-2024,Furniture,113,287,399.26,
2023.06.09, Clothing,-338,861,$38.83,
04-05-2023,Cloting,-400,625,40.7,
12-Aug-23,ELECTRONICS,183,489,239.01,
07-07-2023,Cloting,270,N/A,38,
"Jul 20, 2024",Groceries,454,1349,$8.28,
"Sep 04, 2024",ELECTRONICS,249,515,252.69,
05-02-2023,Electroncs,349,622,238.04,
08/31/2024, furniture,70,206,$379.34,
28-07-2024,furniture,86,177,394.68,
05-06-2023,Electronics,291,651,$254.69,
04-Apr-23,furniture,152,402,381.45,
2024.12.10,furniture,161,347,"396,76",
02-04-2024,Cloting,492,1008,39.45,
17-Nov-24,CLOTHING,70,205,39.11,drop
2023.07.28,Grocery,390,701,8.28,
2024.10.19,Electroncs,185,448,242.22,
15-Aug-23, Clothing,287,519,40.45,
20-Nov-23,Toyz,174,417,24.19,
10-01-2024, Clothing,285,480,$39.55,
15-12-2024, furniture,129,236,$416.13,
14-04-2024, Toys ,-193,511,25.74,
19-07-2024,Toys,134,218,$26.09,
25-Apr-24,groceries,725,1358,8.79,
18-Feb-23,Toys,165,421,$24.50,
07-05-2025,Furnitature,181,492,387.69,
05/31/2025,GROCERIES ,501,1061,8.53,
01/30/2024, groceries ,651,1628,8.52,
2024.09.06,CLOTHING,204,439,$38.69,
2023.05.12, groceries ,na,1110,8.46,
2024.09.23, Toys ,115,271,25.35,
01-05-2025,clothing,426,1005,41.09,
"Jul 02, 2023", furniture,88,230,$394.91,
15-Jun-23,GROCERIES ,630,1683,8.13,
"Dec 08, 2023",Furnitature,105,237,398.99,
04-Sep-24,Furniture,96,193,"401,79",
01-09-2024,toys,119,306,25.26,
07-08-2023, Toys ,131,238,25.25,
16-03-2025,furniture,137,395,389.49,
19-Nov-23, Toys ,180,278,25.24,
2023.04.27,ELECTRONICS,317,857,248.15,
06-09-2024,Electroncs,273,548,248.02,
02/29/2024,Electronics,364,720,$243.21,
"Sep 15, 2023",Groceries,384,758,"8,07",
19-Mar-24,groceries,762,1749,8.88,
"Feb 26, 2025",Grocery,814,1456,$8.10,
03-Dec-23,Toyz,-190,444,$25.45,
"Nov 10, 2023",Furnitature,96,269,$404.56,
31-Jan-25,Furniture,118,196,396.21,
"Jan 08, 2024",Furniture,,292,$409.50,
17-06-2024, groceries ,557,1206,8.33,
30-04-2024, Electronics ,439,724,255.04,
06/28/2024,Electronics,227,623,249.36,
2024.07.17,clothing,-380,816,$40.43,
2025.03.13,GROCERIES ,770,na,$8.38,
23-02-2025, Toys ,175,335,24.61,
11/14/2024,Electronics,359,1024,248.91,
28-Jan-23,Groceries,564,1560,$8.79,
"Jan 04, 2024",Clothing,381,1135,41.79,
25-09-2023,Toys,101,272,25.65,
16-Jul-23,furniture,,158,382.14,
"Oct 25, 2023",Electroncs,230,621,null,
04-10-2023,Grocery,471,1309,"8,59",
2025.03.15, groceries ,629,1680,$8.68,
"Nov 20, 2024",Electroncs,454,706,256.46,
16-01-2024,toys,197,362,23.84,
15-06-2024,Electronics,269,698,248.05,
21-10-2024, Clothing,229,545,41.46,
2023.05.27,toys,171,362,23.93,
30-Sep-24, groceries ,362,903,8.62,
02-01-2025,toys,178,312,24.12,
2023.10.04,TOYS,?,,24.18,
17-07-2023,ELECTRONICS,205,390,249.53,
13-06-2024,CLOTHING,386,657,"39,31",
2024.04.19, Electronics ,N/A,659,240.57,
05/16/2025,TOYS,190,558,23.72,
"Mar 29, 2023",Cloting,485,758,39.92,
"Jan 26, 2025",clothing,386,670,$41.31,
25-01-2024,Clothing,-392,994,38.66,
2025.06.03,Electronics,421,1123,256.15,
26-Jul-24, groceries ,379,932,8.36,
2023.04.30,Toyz,177,279,"24,66",
07-Jan-24,Groceries,528,946,$8.07,
08-12-2024, groceries ,649,1729,$8.75,
2025.05.10, groceries ,559,1457,"8,55",
04/25/2024,Toyz,224,442,24.28,
2024.01.03,TOYS,-201,359,24.26,
22-Dec-24,Electroncs,379,911,245.19,
05/26/2024,clothing,340,847,40.39,
02-02-2025,FURNITURE ,-120,254, ,
27-08-2024, Toys ,N/A,433,$25.73,
"Jun 20, 2025",ELECTRONICS,302,854,246.24,
"May 09, 2023",Clothing,474,1395,$38.68,
21-06-2023, groceries ,671,1950,,
"Sep 09, 2024",Clothing,241,423,39.86,
05-Jan-23,FURNITURE ,422,1218,410.38,spike
2025.02.15,Electronics,302,496,237.52,
03-04-2025, Electronics ,449,962,,
12/29/2024,Cloting,436,882,$41.13,
29-Apr-25,Electronics,?,?,260.47,
12-May-25,furniture,139,319,413.43,
"Apr 04, 2024",Groceries,751,1396,8.22,
"Feb 01, 2025",Toys,172,370,23.89,
25-03-2023, groceries ,615,1362,$8.59,
03-09-2024, Electronics ,320,863,252.14,
06/29/2024,TOYS,157,442,24.8,
"Apr 12, 2023",FURNITURE ,163,478,396.58,
"Dec 14, 2023",Groceries,711,1809,"8,68",
"Jul 13, 2023",TOYS,153,311,$25.06,
05-03-2025,GROCERIES ,879,2473,$8.85,
2023.07.30, furniture,80,124,418.19,
"Jun 07, 2023", Clothing,435,835,$38.50,
04-Oct-24,Toyz,108,302,24.74,
"May 25, 2024",Furniture,104,242,417.34,
06/27/2025,clothing,287,693,"38,20",
2023.05.21,Furniture,100,206,"386,49",
14-Feb-24,furniture,157,N/A,$409.36,
10-12-2023,Toyz,171,486,$26.03,
15-Oct-24,CLOTHING,281,544,39.57,
16-09-2023,furniture,69,148,$389.11,
03-05-2025,Toyz,189,389,,
04/22/2024,Furniture,141,289,$389.55,
05/16/2024,Groceries,759,1503,$8.49,
30-Oct-24,clothing,298,880,$38.61,
2024.02.07, Clothing,489,1144,39.69,
21-04-2025,groceries,712,2053,8.27,
03-Nov-24, Electronics ,-312,814,251.76,
24-Jun-25,Electroncs,372,857,$243.36,
01-Jan-24,GROCERIES ,567,901,8.14,
"Jul 25, 2024",clothing,-320,720,38.38,
2025.05.11,Grocery,627,1017,$8.41,
"Mar 23, 2024", groceries ,584,1179,$8.58,
"Jan 30, 2025", Electronics ,383,790,257.41,
12-Nov-23, Clothing,325,495,41.97,
2024.02.25, groceries ,,1263,"8,90",
"Sep 29, 2024",Toys,331,886,25.64,spike
08-03-2025,Clothing,368,576,$39.65,
06/29/2025,CLOTHING,1264,3134,$38.44,spike
15-May-25,electronics,376,?,$246.89,
03/31/2023,TOYS,181,504,24.01,
01-Jan-25,groceries,715,1612,8.59,
2024.09.23,Furnitature,78,140,382.91,
2024.01.28,Cloting,341,514,41.12,
09-06-2024,Furnitature,72,120,410.97,
11/22/2023, Toys ,231,377,25.64,
2024.10.08, groceries ,48,127,8.61,drop
22-Sep-24,electronics,202, ,$248.38,
08-05-2024,ELECTRONICS,234,,256.17,
"Oct 05, 2023", Toys ,122,183,25.32,
"Apr 10, 2023",Cloting,357,663,41.9,
"Jun 30, 2025",TOYS,173,295,24.97,
"Nov 06, 2023",Toyz,171,,$23.74,
07-03-2025, furniture,-115,227,"417,86",
"Dec 04, 2024", Electronics ,395,744,246.86,
"Oct 27, 2023",Clothing,216,524,39.92,
"Jul 16, 2024",toys,186,492,24.43,
02-05-2025,CLOTHING,500,1011,$40.08,
"Aug 19, 2024",Electronics,190,400,248.94,
09-Nov-23, Toys ,195,297,25.42,
2025.05.18, Toys ,na,534,"26,01",
07/26/2023,ELECTRONICS,263,778,240.9,
02-Dec-23, Toys ,166,,25.85,
07-Oct-23, Toys ,-97,212,24,
12-May-24,Clothing,360,767,39.52,
02-08-2023,toys,211,477,25.13,
04-Aug-24, furniture,86,134,379.28,
01/18/2024,groceries,613,1612,,
03/17/2025,GROCERIES ,699,1733,8.58,
"Dec 13, 2024",ELECTRONICS,362,955,247.82,
2023.05.31,TOYS,200,490,26.15,
29-11-2023,Toys,217,576,24.41,
09-Oct-23, Clothing,233,365,$38.72,
2024.04.22,Groceries,572,989,$8.41,
"Jan 15, 2025", Electronics ,392,,251.24,
04-03-2025,TOYS,263, ,24.91,
04/25/2025,Clothing,343,1000,41.73,
2025.05.20,TOYS,235,475,$26.01,
"Apr 23, 2025",CLOTHING,526,1213,"40,99",
01-04-2024,TOYS,189,363,"24,85",
09-Jul-23,Clothing,297,729,38.12,
05-Jun-24,CLOTHING,470,823,"38,55",
03/17/2024,Furniture,132,na,399.37,
"Aug 05, 2023",FURNITURE ,67,190,410.9,
"Jun 28, 2025",ELECTRONICS,253,667,262.01,
08/31/2023,FURNITURE ,77,152,$404.34,
03-04-2023,ELECTRONICS,309,925,249.08,
22-03-2023,TOYS,223,370,$25.31,
15-06-2025, Clothing,344,867,,
30-10-2023,clothing,240,427,$40.55,
11-07-2023,Electroncs,274,593,"260,59",
27-10-2023,TOYS,98,242,$24.74,
11/13/2024, Clothing,441,1314,40.36,
04/18/2025,clothing,394, ,41.5,
"Sep 21, 2024",Toyz,121,null,"24,74",
17-Apr-24,clothing,457,913,$39.46,
09/22/2023, Electronics ,140,236,253.15,
05-02-2023,groceries,802,2374,$8.78,
2024.06.01,toys,162,282,$23.98,
07/20/2024,Cloting,243,423,40.14,
12/31/2024,Toys,262,412,"24,31",
07/18/2024,Electroncs,241,655,$239.42,
27-Apr-25,Grocery,670,1726,8.19,
2023.05.28,Clothing,331,970,40.4,
31-Mar-23,GROCERIES ,631,1199,8.61,
2024.12.17,groceries,null,1461,$8.76,
12-11-2024,Toyz,236,457,24.23,
18-Jun-24,Groceries,758,1954,"8,55",
"Jun 01, 2025",electronics,344,831,261.6,
05-10-2023,CLOTHING,242,,39.5,
28-Oct-24, Electronics ,N/A,590,260.39,
11-Sep-23,Furnitature,67,165,$392.17,
10/16/2023,Electronics,172,373,242.63,
2025.05.22,Cloting,480,764,41.35,
05/29/2023,Toyz,169,259,25.67,
28-May-24,Cloting,447,909,"41,04",
"Feb 16, 2024",FURNITURE ,119,230,403.26,
02-09-2025,Toyz,208,331,,
12-08-2023,Furnitature,58,130,$387.79,
21-Feb-25,Cloting,425,828,$40.98,
07-02-2024,Grocery,675,1664,$8.46,
"Jun 22, 2025",CLOTHING,-304,697,40.91,
21-07-2023,groceries,420,661,8.28,
"Feb 12, 2024",Toys,-189,312,"25,03",
"Jan 20, 2024",Toys,149,251,"24,84",
20-Mar-24,Toys,266,733,$25.80,
18-Jun-24,CLOTHING,431,775,38.34,
"Jan 28, 2025",Grocery,670,1631,$8.79,
11-05-2023,Furniture,121,209,403.87,
11/13/2023,FURNITURE ,123,332,387.95,
24-Mar-24,Groceries,-554,1610,8.13,
"Jul 02, 2023",ELECTRONICS,249,562,$238.04,
10/26/2024,furniture,63,120,404.91,
2025.06.09,FURNITURE ,134,254,411.03,
"Jan 10, 2023",GROCERIES ,667,1697,8.79,
22-07-2023,furniture,75,na,391.62,
11-Jun-25,Cloting,459,868,NULL,
11-Apr-24,Toyz,215,414,24.79,
08-Apr-24,Furniture,123,246,$400.86,
04-03-2024,Cloting,538,1520,40.2,
"Jul 28, 2024",electronics,250,389,251.58,
11-Oct-23, Toys ,134,309,"24,52",
10-01-2024,CLOTHING,398,1190,38.83,
26-Apr-24,electronics,305,612,243.74,
03-06-2024,GROCERIES ,577,1342,8.23,
28-Jun-24,Toys,161,329,25.3,
02/22/2024,GROCERIES ,691,na,$8.71,
10/23/2024,GROCERIES ,482,835,8.72,
"May 23, 2024",groceries,null,1151,8.9,
29-Jan-25, furniture,161,424,NULL,
25-04-2025,Furniture,127,299,413.25,
"Feb 17, 2025",CLOTHING,422,1010,40.31,
05-12-2024,Grocery,646,1658,8.22,
2024.09.16,Groceries,353,,8.23,
"Feb 04, 2023", furniture,92,243,390.21,
29-May-24,Furniture,157,386,391.02,
02-09-2024, Clothing,318,641,38.99,
2024.01.26,clothing,337,967,$40.99,
25-May-24,Groceries,593,1656,8.8,
13-05-2025,Toyz,276,586,"24,14",
02-09-2024,FURNITURE ,-113,325,$397.86,
"Jan 27, 2023",toys,135,336,$25.89,
2023.03.31,Furniture,94,237,$398.50,
24-05-2025,FURNITURE ,125,252,407.25,
18-Feb-23,FURNITURE ,89,224,$394.99,
07-01-2023,Furnitature,94,273,$417.84,
01-07-2023,clothing,282,NULL,38.61,
16-02-2024,Clothing,329,NULL,$39.51,
03/21/2024,TOYS,42,114,26.02,drop
04-Aug-24,Clothing,249,643,39.54,
2024.05.20,TOYS,192,297,23.78,
22-01-2025,Grocery,703,1450,8.21,
12-02-2025,Electroncs,435,869,$253.25,
06/18/2025,Toys,233,693,26.09,
01-05-2024,clothing,550,1436,$41.56,
07-Apr-23,electronics,261,781,"245,04",
2024.11.15,clothing,306,767,"41,90",
13-Aug-24,ELECTRONICS,263,771,$245.70,
27-02-2023,Electronics,284,850,255.28,
06-11-2023, Clothing,320,699,41.63,
01-06-2024,GROCERIES ,496,null,8.55,
"Mar 02, 2025", groceries ,627,null,$8.11,
2023.06.04,GROCERIES ,568,900,8.11,
05-04-2023,Electronics,311,909,260.68,
28-Oct-24,CLOTHING,202,314,39.63,
"Dec 26, 2024",Toys,243,461,23.91,
04-Dec-24,Toyz,283,719,24.42,
2025.06.03, Clothing,478,870,"41,03",
11-Aug-23, furniture,69,178,380.6,
05/18/2024,Groceries,596,1737,8.43,
08-Apr-24,CLOTHING,413,975,39.47,
"May 23, 2023",CLOTHING,null,951,$40.35,
04/28/2025, Clothing,418,1026,"38,51",
2024.12.28,Toyz,191,438,"25,62",
"Jan 14, 2023",CLOTHING,310,504,38.98,
06-09-2024,Furnitature,123,225,404.27,
07/17/2024,groceries,586,1361,$8.68,
11-04-2023, Clothing,312,793,$41.59,
04/25/2025,Groceries,638,1789,"8,68",
"Oct 05, 2023", furniture,72,186,$397.21,
2024.06.02,Toys,168,331,24.7,
14-Feb-23,CLOTHING,431,819,$39.58,
"Nov 27, 2023",clothing,367,626,$41.79,
08/23/2024, furniture,77,134,$409.48,
"Apr 22, 2024",Electronics,344,948,247.65,
2024.10.07, Toys ,114,265,24.48,
07/15/2023,TOYS,120,214,25.33,
28-05-2024,GROCERIES ,736,1286,$8.76,
"Feb 01, 2023",ELECTRONICS,307,784,242.85,
21-Sep-23,Toys,119,356,$25.90,
"Mar 08, 2023", Clothing,472,829,39.6,
07-02-2024,Toys,205,484,25.67,
01-04-2025,CLOTHING,505,906,"39,43",
03/31/2024,Toys,177,528,$23.85,
01/24/2025, Electronics ,265,417,"260,30",
"Aug 19, 2023",ELECTRONICS,169,492,245.27,
11-Jan-25,CLOTHING,363,545,39.61,
01-Aug-24,Furniture,-103,184,"404,19",
02-02-2025, Toys ,194,362,"24,78",
06-Feb-24,Grocery,691,1813,8.51,
24-Jul-23,clothing,259,607,$41.80,
2024.02.02,Groceries,531,1222,$8.33,
06/30/2024,FURNITURE ,94,257,395.13,
"Jul 30, 2024",Furniture,121,332,"383,43",
28-Feb-23,TOYS,206,417,$25.97,
11-05-2023,Electronics,307, ,261.05,
29-Jan-25, furniture,161,424,NULL,
15-04-2025,TOYS,247,413,24.17,
11-12-2024,Groceries,-923,2384,$8.34,
2024.07.26,furniture,91,198,$404.28,
17-Sep-24, furniture,94,238,398.67,
05-10-2024,Toys,169,467,25.22,
