date,product_category,units_sold,inventory_level,unit_price,promotion_flag,warehouse_dispatch_rate,is_anomaly,anomaly_type
08-08-2022,Furniture,474.7,1087.3,140.99,0,427.8,0,
09-08-2022,Furniture,485.5,1076.7,138.45,0,474.8,0,
10-08-2022,Furniture,490.8,1080.6,140.81,0,464.6,0,
11-08-2022,Furniture,494.1,1079,143.01,0,449,0,
12-08-2022,Furniture,518.9,1070.5,140.97,0,501.9,0,
13-08-2022,Furniture,530.7,1062,140.3,0,502.4,0,
14-08-2022,Furniture,504,1065.6,136.03,0,469.1,0,
15-08-2022,Furniture,463.9,1069.7,139.14,0,441.8,0,
16-08-2022,Furniture,471.1,1064.9,139.55,0,436.7,0,
17-08-2022,Furniture,489.4,1060.7,144.03,0,462.4,0,
18-08-2022,Furniture,1638.5,1049.8,140.55,0,483.3,1,demand_spike
19-08-2022,Furniture,490.8,1061.1,143.09,0,447.9,0,
20-08-2022,Furniture,521.9,1041.5,139.45,0,541,0,
21-08-2022,Furniture,478.9,1055.4,135.8,0,495.8,0,
22-08-2022,Furniture,473.5,1055.4,144.44,0,484.9,0,
23-08-2022,Furniture,718.8,1053,139.47,1,671.8,0,
24-08-2022,Furniture,519.6,1031.5,144.3,0,524.3,0,
25-08-2022,Furniture,676,1038,141.04,1,668.2,0,
26-08-2022,Furniture,1621.3,1028.2,145.56,0,459.5,1,demand_spike
27-08-2022,Furniture,503.1,1023,150.67,0,520.7,0,
28-08-2022,Furniture,472.8,1032.8,142.91,0,496.3,0,
29-08-2022,Furniture,504.3,1020.8,137.79,0,507.4,0,
30-08-2022,Furniture,466,1034.2,143.21,0,435.5,0,
31-08-2022,Furniture,508.1,1022,142.72,0,499.6,0,
01-09-2022,Furniture,513.4,1017,138.16,0,470.5,0,
02-09-2022,Furniture,567.7,992.3,139.78,0,536.4,0,
03-09-2022,Furniture,530.7,1007.1,140.41,0,534.7,0,
04-09-2022,Furniture,488.1,1019,142.66,0,461.4,0,
05-09-2022,Furniture,494.2,1010.7,139.06,0,455.7,0,
06-09-2022,Furniture,475.3,1005.8,138.71,0,428.3,0,
07-09-2022,Furniture,529,991.4,138.33,0,521.5,0,
08-09-2022,Furniture,536.4,986,136.35,0,560.7,0,
09-09-2022,Furniture,547,977.1,143.43,0,532,0,
10-09-2022,Furniture,504.8,995.6,141.89,0,470.4,0,
11-09-2022,Furniture,476,994.9,143.89,0,461.5,0,
12-09-2022,Furniture,,999,139.63,0,453.5,0,
13-09-2022,Furniture,464.6,1000.7,139.54,0,474,0,
14-09-2022,Furniture,518.5,986.9,142.62,0,501.9,0,
15-09-2022,Furniture,579.4,962.2,144.17,0,536.4,0,
16-09-2022,Furniture,532.9,982.7,144.44,0,494.6,0,
17-09-2022,Furniture,517,994.6,138.49,0,535.1,0,
18-09-2022,Furniture,509.2,1002,144.33,0,476.3,0,
19-09-2022,Furniture,693.7,1006.1,145.91,1,700,0,
20-09-2022,Furniture,474.9,1006.8,142.85,0,446.6,0,
21-09-2022,Furniture,507.2,1003.5,144.93,0,511.3,0,
22-09-2022,Furniture,535.1,997.3,143.14,0,487.8,0,
23-09-2022,Furniture,,978.8,138.48,0,545.7,0,
24-09-2022,Furniture,522.1,997,144.3,0,501.9,0,
25-09-2022,Furniture,517.6,651.8,142.75,0,505.9,0,
26-09-2022,Furniture,733.3,664.8,138.76,1,698.8,0,
27-09-2022,Furniture,521.4,654.5,140.04,0,71.3,1,supplier_delay
28-09-2022,Furniture,507.9,662.9,142.82,0,481.9,0,
29-09-2022,Furniture,517.5,655,148.45,0,518.4,0,
30-09-2022,Furniture,524.5,988.6,146.75,0,512.2,0,
01-10-2022,Furniture,520.9,989.4,135.99,0,523.9,0,
02-10-2022,Furniture,489.8,1010,141.66,0,472.5,0,
03-10-2022,Furniture,509.7,1004.5,145.87,0,525.7,0,
04-10-2022,Furniture,483.8,1008.4,140.51,0,463.2,0,
05-10-2022,Furniture,540.3,991.6,140.22,0,511.2,0,
06-10-2022,Furniture,,990.4,140.13,0,524.1,0,
07-10-2022,Furniture,528.4,996.5,144.05,0,515.9,0,
08-10-2022,Furniture,814.7,1002.9,142.74,1,796.5,0,
09-10-2022,Furniture,494.1,1019.1,143.16,0,503.7,0,
10-10-2022,Furniture,504.8,1007.7,141.1,0,498.8,0,
11-10-2022,Furniture,496.7,1001.1,146.61,0,513,0,
12-10-2022,Furniture,551.4,983.5,140.77,0,547.5,0,
13-10-2022,Furniture,493.7,1004.9,144.15,0,446,0,
14-10-2022,Furniture,575.1,985.6,135.77,0,592.7,0,
15-10-2022,Furniture,521.9,1002.8,141.55,0,535.5,0,
16-10-2022,Furniture,552.4,997.7,140.32,0,501.2,0,
17-10-2022,Furniture,507.1,1018.9,141.95,0,465.9,0,
18-10-2022,Furniture,535.4,1006.4,137.05,0,526.6,0,
19-10-2022,Furniture,525,1016.9,146.29,0,475.9,0,
20-10-2022,Furniture,541.5,1019.4,142.13,0,520.8,0,
21-10-2022,Furniture,725.8,1020.8,148.03,1,759.4,0,
22-10-2022,Furniture,534.3,1014.1,143.88,0,494.8,0,
23-10-2022,Furniture,494.2,1029.9,142.4,0,460,0,
24-10-2022,Furniture,507.9,1035.8,141.7,0,508.6,0,
25-10-2022,Furniture,511.6,1030.4,143.54,0,463.8,0,
26-10-2022,Furniture,523,1036.6,143.8,0,535.1,0,
27-10-2022,Furniture,570.9,1017.4,143.08,0,530.9,0,
28-10-2022,Furniture,558.7,1020,148.07,0,547.4,0,
29-10-2022,Furniture,514.7,1027.6,144.93,0,482.4,0,
30-10-2022,Furniture,527.5,1025.9,139.86,0,526.8,0,
31-10-2022,Furniture,523.3,1027.8,139.4,0,517,0,
01-11-2022,Furniture,453.3,1049.1,142.91,0,472.3,0,
02-11-2022,Furniture,500,1031.9,142.18,0,483.4,0,
03-11-2022,Furniture,531.2,1020.4,142.44,0,547.8,0,
04-11-2022,Furniture,811.3,1021.1,137.06,1,800.2,0,
05-11-2022,Furniture,857,1014,144.18,1,888.8,0,
06-11-2022,Furniture,493,1030,140.6,0,465.2,0,
07-11-2022,Furniture,477.7,1027.1,147.96,0,469.4,0,
08-11-2022,Furniture,509.1,1006.9,142.32,0,488,0,
09-11-2022,Furniture,516.2,1006.5,141.34,0,469.7,0,
10-11-2022,Furniture,,994.2,143.05,0,555.9,0,
11-11-2022,Furniture,551,999.2,139.79,0,561.6,0,
12-11-2022,Furniture,605.3,985.5,146.4,0,595.3,0,
13-11-2022,Furniture,485.4,1019.2,148.38,0,457.2,0,
14-11-2022,Furniture,462.7,1024.3,143.73,0,434.8,0,
15-11-2022,Furniture,531,1001.4,143.54,0,496.8,0,
16-11-2022,Furniture,585.9,975.9,139.99,0,613.4,0,
17-11-2022,Furniture,530.4,995.4,141.63,0,509.1,0,
18-11-2022,Furniture,532.1,998.8,143.2,0,504.2,0,
19-11-2022,Furniture,529,1004.4,138.4,0,509.3,0,
20-11-2022,Furniture,486.8,1015.5,146.12,0,446.6,0,
21-11-2022,Furniture,449.6,1023.1,137.31,0,417.9,0,
22-11-2022,Furniture,501.9,1005.1,135.79,0,490,0,
23-11-2022,Furniture,514,998.8,146.59,0,524.2,0,
24-11-2022,Furniture,603.4,992.9,143.86,1,622.3,0,
25-11-2022,Furniture,521.2,988.1,138.98,0,536.8,0,
26-11-2022,Furniture,490.7,1001.5,142.09,0,511.1,0,
27-11-2022,Furniture,509.4,997,142.32,0,468.1,0,
28-11-2022,Furniture,487.5,1003.7,141.95,0,441.7,0,
29-11-2022,Furniture,495.4,998.2,138.73,0,453.7,0,
30-11-2022,Furniture,520.6,994.4,142.55,0,515.4,0,
01-12-2022,Furniture,550.6,985,144.95,0,541.4,0,
02-12-2022,Furniture,533.9,983.9,136.76,0,534.3,0,
03-12-2022,Furniture,530.4,991.6,140.28,0,506.9,0,
04-12-2022,Furniture,754.3,993,138.37,1,723.2,0,
05-12-2022,Furniture,504.3,1010.9,139.49,0,495.2,0,
06-12-2022,Furniture,491.4,1020.6,142.73,0,448.1,0,
07-12-2022,Furniture,507.2,1012.7,137.98,0,517.3,0,
08-12-2022,Furniture,,1012.7,146.57,0,521.8,0,
09-12-2022,Furniture,510.2,1015.5,141.85,0,488.8,0,
10-12-2022,Furniture,509.1,1009.9,140.56,0,514.6,0,
11-12-2022,Furniture,482.7,1026.1,136.28,0,474.2,0,
12-12-2022,Furniture,519,1016.9,142.06,0,485.5,0,
13-12-2022,Furniture,,1030,141.81,0,445.2,0,
14-12-2022,Furniture,504.4,1027,137.9,0,472.5,0,
15-12-2022,Furniture,541,1016.3,138.84,0,536,0,
16-12-2022,Furniture,522.6,1020.3,146.53,0,473.5,0,
17-12-2022,Furniture,499.2,1026.6,140.55,0,511.9,0,
18-12-2022,Furniture,490.2,1016,141.78,0,512.5,0,
19-12-2022,Furniture,480.2,1021.8,143.22,0,438.2,0,
20-12-2022,Furniture,505.7,1025,141.22,0,473.9,0,
21-12-2022,Furniture,461.7,1034.1,145.49,0,462.3,0,
22-12-2022,Furniture,492.4,1017.5,139.58,0,502.7,0,
23-12-2022,Furniture,510.7,1019.9,140.45,0,486.1,0,
24-12-2022,Furniture,519.7,577.7,140.49,0,507.9,0,
25-12-2022,Furniture,495.6,584.4,139.4,0,512.3,0,
26-12-2022,Furniture,467.2,590.6,139.17,0,98,1,supplier_delay
27-12-2022,Furniture,680.4,584,141.74,1,620.7,0,
28-12-2022,Furniture,470.4,590,145.48,0,493.5,0,
29-12-2022,Furniture,544,1016.3,138.32,0,504.3,0,
30-12-2022,Furniture,487.3,1029.2,141.12,0,442.1,0,
31-12-2022,Furniture,454.4,1042.2,143.82,0,437,0,
01-01-2023,Furniture,484.9,1033.9,147.26,0,445.3,0,
02-01-2023,Furniture,426.4,1053.5,144.31,0,446.4,0,
03-01-2023,Furniture,450.4,1048.2,141.07,0,431.1,0,
04-01-2023,Furniture,475.5,1044.9,140.06,0,486.8,0,
01-01-2020,Groceries,317.9,716.4,194.94,0,331.5,0,
02-01-2020,Groceries,341.5,706.2,194.86,0,319.8,0,
03-01-2020,Groceries,320.9,711.5,197.19,0,311.5,0,
04-01-2020,Groceries,352.3,703.9,194.3,0,366.6,0,
05-01-2020,Groceries,316.3,710.1,201.21,0,322.1,0,
06-01-2020,Groceries,272.6,722.4,196.46,0,284.8,0,
07-01-2020,Groceries,475.7,722.3,200.11,1,471.6,0,
08-01-2020,Groceries,323.3,716.5,196.93,0,307.1,0,
09-01-2020,Groceries,338.4,707.4,199.53,0,346.5,0,
10-01-2020,Groceries,371.7,692.1,201.39,0,350.8,0,
11-01-2020,Groceries,330.5,698.2,202.71,0,305.6,0,
12-01-2020,Groceries,328.9,706.8,198.04,0,330.8,0,
13-01-2020,Groceries,299.5,720.6,192.72,0,298.2,0,
14-01-2020,Groceries,492,710.2,195.44,1,507.7,0,
15-01-2020,Groceries,333.5,705.1,196.01,0,348.3,0,
16-01-2020,Groceries,359.2,703.5,193.87,0,369.5,0,
17-01-2020,Groceries,361.4,702.6,193.21,0,328.5,0,
18-01-2020,Groceries,330.1,709.5,196.8,0,330,0,
19-01-2020,Groceries,313.6,725.7,192.26,0,319.2,0,
20-01-2020,Groceries,308.8,717.6,191.5,0,323.4,0,
21-01-2020,Groceries,,729.6,189.47,0,299,0,
22-01-2020,Groceries,335.7,723,198,0,310.7,0,
23-01-2020,Groceries,323.6,733.1,197.45,0,332.6,0,
24-01-2020,Groceries,358.1,716.7,194.84,0,339.4,0,
25-01-2020,Groceries,339,718.8,200.01,0,335.6,0,
26-01-2020,Groceries,299.1,725.4,192.2,0,286.7,0,
27-01-2020,Groceries,311.1,721.3,197.61,0,298.8,0,
28-01-2020,Groceries,274.5,733.8,196.33,0,277.2,0,
29-01-2020,Groceries,342.9,718.6,193.21,0,327.2,0,
30-01-2020,Groceries,525.2,700.1,194.18,1,527.2,0,
31-01-2020,Groceries,360,705.7,193.88,0,324.8,0,
01-02-2020,Groceries,344.3,714.9,197.11,0,326.7,0,
02-02-2020,Groceries,331.2,724.3,198.44,0,313.9,0,
03-02-2020,Groceries,287.9,735.1,194.44,0,291.4,0,
04-02-2020,Groceries,315.4,724.7,193.32,0,298.7,0,
05-02-2020,Groceries,318,723.4,196.65,0,316.4,0,
06-02-2020,Groceries,339.4,717.9,189.64,0,340.5,0,
07-02-2020,Groceries,368.2,715.8,196.25,0,367.7,0,
08-02-2020,Groceries,345.5,716.5,202.24,0,342.3,0,
09-02-2020,Groceries,291.8,728.7,193.35,0,280.7,0,
10-02-2020,Groceries,320.2,713.6,195.42,0,306.1,0,
11-02-2020,Groceries,299.5,721.9,200.13,0,294.9,0,
12-02-2020,Groceries,338.9,715.6,199.07,0,308.2,0,
13-02-2020,Groceries,380.8,695.9,196.36,0,392.7,0,
14-02-2020,Groceries,367,700.5,195.89,0,375.7,0,
15-02-2020,Groceries,364.1,706.5,191.27,0,346.6,0,
16-02-2020,Groceries,303.7,728.6,198.04,0,299.1,0,
17-02-2020,Groceries,319.3,727.7,190.85,0,332,0,
18-02-2020,Groceries,444.8,729.9,188.01,1,418.4,0,
19-02-2020,Groceries,321.6,725,200.07,0,325.2,0,
20-02-2020,Groceries,334.1,720.3,197.63,0,304.8,0,
21-02-2020,Groceries,365.6,716.2,199.57,0,357.7,0,
22-02-2020,Groceries,352.7,722.3,193.23,0,364.2,0,
23-02-2020,Groceries,325.7,726.3,197.94,0,320.1,0,
24-02-2020,Groceries,275,742.9,194.39,0,272.9,0,
25-02-2020,Groceries,307.7,737.2,194.83,0,318.8,0,
26-02-2020,Groceries,333.6,726.9,199.93,0,336.1,0,
27-02-2020,Groceries,362,719,195.53,0,363.6,0,
28-02-2020,Groceries,347.4,716.7,193.38,0,343.2,0,
29-02-2020,Groceries,303.5,732.6,190.76,0,301.9,0,
01-03-2020,Groceries,321.7,726.9,197.53,0,328.3,0,
02-03-2020,Groceries,290.7,740.8,200.27,0,304.4,0,
03-03-2020,Groceries,302.8,739.7,193.04,0,308.7,0,
04-03-2020,Groceries,322.6,731.8,198.82,0,324.5,0,
05-03-2020,Groceries,429.7,718.5,192.42,1,395.4,0,
06-03-2020,Groceries,365.8,709.2,199.05,0,374.1,0,
07-03-2020,Groceries,309,723.7,196.24,0,312.2,0,
08-03-2020,Groceries,324,723.6,197.17,0,329,0,
09-03-2020,Groceries,285.9,726.3,193.38,0,267.2,0,
10-03-2020,Groceries,318.3,711.4,197.52,0,329.6,0,
11-03-2020,Groceries,312.6,717.4,193.77,0,285.9,0,
12-03-2020,Groceries,334.4,717.5,194.49,0,313.7,0,
13-03-2020,Groceries,347.9,708.5,190.16,0,347.7,0,
14-03-2020,Groceries,338.8,706,193.09,0,339.2,0,
15-03-2020,Groceries,297.9,725.3,194.05,0,282.1,0,
16-03-2020,Groceries,291.7,726.6,197.34,0,293.2,0,
17-03-2020,Groceries,283.1,724.7,198.45,0,271.3,0,
18-03-2020,Groceries,314.3,720.5,193.73,0,282.9,0,
19-03-2020,Groceries,371.8,705.8,195.47,0,343.7,0,
20-03-2020,Groceries,349.5,716.2,202.73,0,360.9,0,
21-03-2020,Groceries,480,717.2,196.63,1,448.1,0,
22-03-2020,Groceries,274.1,736.4,194.01,0,251.4,0,
23-03-2020,Groceries,297.1,735.8,189.53,0,297.8,0,
24-03-2020,Groceries,298.3,738.6,192.77,0,288.1,0,
25-03-2020,Groceries,296.8,743.7,192.61,0,302.6,0,
26-03-2020,Groceries,347.7,735.4,203.87,0,357.8,0,
27-03-2020,Groceries,342.5,739.1,192.79,0,351.7,0,
28-03-2020,Groceries,319.4,743.2,196.31,0,302.5,0,
29-03-2020,Groceries,308.1,751,197.57,0,300.6,0,
30-03-2020,Groceries,399.7,759.1,200.45,1,398.7,0,
31-03-2020,Groceries,264.8,757.4,196.15,0,251.1,0,
01-04-2020,Groceries,399.4,748.8,194.11,1,361.9,0,
02-04-2020,Groceries,332.7,723.8,193.85,0,324.2,0,
03-04-2020,Groceries,344.5,721.6,197.51,0,310.7,0,
04-04-2020,Groceries,309,733.7,193.43,0,322.2,0,
05-04-2020,Groceries,268.9,740.1,191.78,0,274.1,0,
06-04-2020,Groceries,299.8,732.4,194.11,0,278.4,0,
07-04-2020,Groceries,251.6,747.8,190.92,0,237.3,0,
08-04-2020,Groceries,293.2,735.5,203.37,0,307.1,0,
09-04-2020,Groceries,328.5,730.9,198.45,0,314.1,0,
10-04-2020,Groceries,339.2,732,202.47,0,345.2,0,
11-04-2020,Groceries,294.8,748.6,198.02,0,285.1,0,
12-04-2020,Groceries,245.6,758.2,202.09,0,252.9,0,
13-04-2020,Groceries,245.5,758.2,197.56,0,246.9,0,
14-04-2020,Groceries,272.1,756.1,198.96,0,245.8,0,
15-04-2020,Groceries,293.4,748.6,187.75,0,277,0,
16-04-2020,Groceries,318.5,748.9,192.53,0,313.3,0,
17-04-2020,Groceries,324.3,750.5,196.26,0,336.9,0,
18-04-2020,Groceries,314.4,762,196.35,0,287.8,0,
19-04-2020,Groceries,253.3,775,195.82,0,250.8,0,
20-04-2020,Groceries,227.9,781.8,197.89,0,215.4,0,
21-04-2020,Groceries,256.2,773.1,198.05,0,264.7,0,
22-04-2020,Groceries,259.8,775,199.51,0,263.6,0,
23-04-2020,Groceries,281.2,764.9,198.74,0,268.7,0,
24-04-2020,Groceries,323,744.3,200.84,0,298.8,0,
25-04-2020,Groceries,289.5,756.3,200.87,0,261,0,
26-04-2020,Groceries,256.2,764.4,196.8,0,254.5,0,
27-04-2020,Groceries,237.4,767.7,204.28,0,228.1,0,
28-04-2020,Groceries,240.2,763.4,201.45,0,227.5,0,
29-04-2020,Groceries,284.2,750.8,192.95,0,297.8,0,
30-04-2020,Groceries,268.4,750.2,197.65,0,260.4,0,
01-05-2020,Groceries,415.9,747.8,188.89,1,421.1,0,
02-05-2020,Groceries,262.9,746.7,189.55,0,243.6,0,
03-05-2020,Groceries,251,747.2,194.16,0,226.4,0,
04-05-2020,Groceries,254.2,748,192.68,0,244.7,0,
05-05-2020,Groceries,326.6,753.9,194.18,1,326.6,0,
06-05-2020,Groceries,265.9,746.2,197.4,0,259.5,0,
07-05-2020,Groceries,280.5,746.7,200.92,0,289.9,0,
08-05-2020,Groceries,267.1,745.9,200.71,0,257.8,0,
09-05-2020,Groceries,275.2,735.8,197.74,0,260.5,0,
10-05-2020,Groceries,267.6,731.5,191.85,0,277.6,0,
11-05-2020,Groceries,214.9,741.9,193.93,0,206.5,0,
12-05-2020,Groceries,215.3,735.2,198.61,0,202.5,0,
13-05-2020,Groceries,244.6,736.5,192.87,0,223.7,0,
14-05-2020,Groceries,281.5,717.7,191.15,0,286.8,0,
15-05-2020,Groceries,279.4,723,198.05,0,286,0,
16-05-2020,Groceries,272,725.1,195.93,0,246.2,0,
17-05-2020,Groceries,228.1,739.4,195.29,0,217.6,0,
18-05-2020,Groceries,205.9,741.5,200.47,0,208.5,0,
19-05-2020,Groceries,218,739.5,200.39,0,227.1,0,
20-05-2020,Groceries,231.2,731,203.1,0,221.2,0,
21-05-2020,Groceries,355.9,718.1,193.56,1,366.9,0,
22-05-2020,Groceries,281.1,725.7,197.8,0,269.6,0,
23-05-2020,Groceries,233.6,739.2,196.19,0,216.5,0,
24-05-2020,Groceries,208.9,746.3,197.44,0,188.1,0,
25-05-2020,Groceries,209.2,748.4,191.67,0,198.6,0,
26-05-2020,Groceries,208.7,750.4,190.61,0,199.7,0,
27-05-2020,Groceries,235.1,747.6,195.96,0,244.9,0,
28-05-2020,Groceries,252.4,747.4,192.81,0,235,0,
29-05-2020,Groceries,,742.8,199.79,0,255.8,0,
30-05-2020,Groceries,238.9,748.9,190.23,0,215.9,0,
31-05-2020,Groceries,219.9,758.7,190.55,0,223.1,0,
01-06-2020,Groceries,203.9,762.7,194.48,0,211.5,0,
02-06-2020,Groceries,281.5,758,190.08,1,263.4,0,
03-06-2020,Groceries,214.9,762.6,202.69,0,207.2,0,
04-06-2020,Groceries,247,757.9,195.4,0,226.8,0,
05-06-2020,Groceries,234.4,763,193.75,0,227.1,0,
06-06-2020,Groceries,260.4,752.2,197.95,0,239.6,0,
07-06-2020,Groceries,174.5,787,199.58,0,170.8,0,
08-06-2020,Groceries,209.6,784.1,196.93,0,211.8,0,
09-06-2020,Groceries,191.5,784.4,195.85,0,188.2,0,
10-06-2020,Groceries,221.1,771,192.26,0,207.1,0,
11-06-2020,Groceries,237.3,762.2,198.59,0,226.1,0,
12-06-2020,Groceries,245.5,764,201.67,0,244.5,0,
13-06-2020,Groceries,314.2,776.4,195.25,1,310.6,0,
14-06-2020,Groceries,172.4,792.6,192.79,0,158.7,0,
15-06-2020,Groceries,168.1,794.7,196.83,0,172.6,0,
16-06-2020,Groceries,170.6,790.2,196.13,0,165.7,0,
17-06-2020,Groceries,214.6,785.5,191.34,0,198.4,0,
18-06-2020,Groceries,233,784.1,194.14,0,214,0,
19-06-2020,Groceries,822,775.6,203.13,0,258.6,1,demand_spike
20-06-2020,Groceries,222.1,772.7,190.83,0,209.3,0,
21-06-2020,Groceries,205.8,782.8,193.41,0,213.2,0,
22-06-2020,Groceries,551.1,793.6,192.39,0,154.3,1,demand_spike
23-06-2020,Groceries,177.8,792.6,192.74,0,170.3,0,
24-06-2020,Groceries,218.3,781.9,194.37,0,219.5,0,
25-06-2020,Groceries,240.4,766.1,197.87,0,216.7,0,
26-06-2020,Groceries,210.7,770.9,201.25,0,200.4,0,
27-06-2020,Groceries,198.9,772.7,196.91,0,188,0,
28-06-2020,Groceries,183.4,774,193.43,0,188.9,0,
29-06-2020,Groceries,162.5,780.9,202.15,0,159.1,0,
30-06-2020,Groceries,170.7,780.4,188,0,162.9,0,
01-07-2020,Groceries,208.6,778,198.76,0,196,0,
02-07-2020,Groceries,226.2,775,192.09,0,223.7,0,
03-07-2020,Groceries,310.7,780.5,195.91,1,286.7,0,
04-07-2020,Groceries,219.1,782.2,198.32,0,205.3,0,
05-07-2020,Groceries,250,795.1,189.82,1,236,0,
06-07-2020,Groceries,116.4,817,196.67,0,115.3,0,
07-07-2020,Groceries,161.6,798.8,196.97,0,154.5,0,
08-07-2020,Groceries,179.6,788.6,201.85,0,175.3,0,
09-07-2020,Groceries,225,761.8,206.76,0,224.4,0,
10-07-2020,Groceries,217,768.5,190.02,0,226.4,0,
11-07-2020,Groceries,206.6,765.1,201.67,0,209.7,0,
12-07-2020,Groceries,189,777.5,195.97,0,181.6,0,
13-07-2020,Groceries,149.2,788.6,192.94,0,151,0,
14-07-2020,Groceries,169.4,774.7,197.56,0,176.6,0,
15-07-2020,Groceries,212.5,756.2,191.01,0,207.1,0,
16-07-2020,Groceries,227.3,752.7,191.24,0,218.5,0,
17-07-2020,Groceries,197.6,752.2,189.31,0,180.2,0,
18-07-2020,Groceries,198.5,754.9,198.26,0,205.3,0,
19-07-2020,Groceries,179.2,753.1,197.4,0,167.9,0,
20-07-2020,Groceries,163.9,754,192.92,0,149.1,0,
21-07-2020,Groceries,158.2,756.7,202.09,0,155.1,0,
22-07-2020,Groceries,178.1,753.1,193.51,0,182.9,0,
23-07-2020,Groceries,214.2,746.2,201.15,0,205.8,0,
24-07-2020,Groceries,203.3,743,196.59,0,206.9,0,
25-07-2020,Groceries,217.6,737.1,193.46,0,223.1,0,
26-07-2020,Groceries,200.2,747.8,195.66,0,193.8,0,
27-07-2020,Groceries,160.4,758.2,191.2,0,158.6,0,
28-07-2020,Groceries,157.5,760.6,196.96,0,154.3,0,
29-07-2020,Groceries,200.6,748.4,196.23,0,208.8,0,
30-07-2020,Groceries,223.9,748,198.18,0,225.9,0,
31-07-2020,Groceries,214.8,748.4,199.56,0,223.1,0,
01-08-2020,Groceries,200.3,745.8,196.57,0,186.9,0,
02-08-2020,Groceries,163.4,752,190.32,0,154.7,0,
03-08-2020,Groceries,157,754.8,199.77,0,143,0,
04-08-2020,Groceries,165.5,744.5,196.17,0,161.3,0,
05-08-2020,Groceries,175.5,738.7,188.69,0,181,0,
06-08-2020,Groceries,197.1,732.6,197.33,0,187.1,0,
07-08-2020,Groceries,200,727.9,197.63,0,183.8,0,
08-08-2020,Groceries,208,727.2,194.71,0,189.4,0,
09-08-2020,Groceries,173.2,741.2,195.34,0,167.6,0,
10-08-2020,Groceries,154.5,749.1,193.78,0,142.9,0,
11-08-2020,Groceries,169.3,736.9,197.75,0,161.1,0,
12-08-2020,Groceries,175.2,735.5,196.66,0,179.3,0,
13-08-2020,Groceries,198.9,729.2,192.55,0,190.5,0,
14-08-2020,Groceries,225,719.5,202.46,0,223.1,0,
15-08-2020,Groceries,178.4,735.1,193.5,0,174,0,
16-08-2020,Groceries,171.8,738.4,185.5,0,173.1,0,
17-08-2020,Groceries,194.6,731.1,194.27,0,179.7,0,
18-08-2020,Groceries,145,741,200.16,0,150.6,0,
19-08-2020,Groceries,184.9,728.9,195.3,0,184.3,0,
20-08-2020,Groceries,186.2,737.8,189.7,0,175.2,0,
21-08-2020,Groceries,221,725.4,192.08,0,203,0,
22-08-2020,Groceries,236.1,726.1,191.87,0,217.8,0,
23-08-2020,Groceries,185.9,741.4,193.86,0,189.1,0,
24-08-2020,Groceries,152.6,747.4,195.09,0,150.8,0,
25-08-2020,Groceries,200.9,731.4,198.05,0,192.2,0,
26-08-2020,Groceries,169.4,740.8,196.62,0,160.9,0,
27-08-2020,Groceries,228.3,726.4,196.81,0,234.7,0,
28-08-2020,Groceries,229.6,737.9,203.09,0,236.7,0,
29-08-2020,Groceries,207.8,744.7,199.49,0,205.1,0,
30-08-2020,Groceries,195.4,742.3,199.15,0,191.2,0,
31-08-2020,Groceries,148.8,747.9,189,0,152.2,0,
01-09-2020,Groceries,224.2,737.1,193.17,1,226.9,0,
02-09-2020,Groceries,202.8,724,189.85,0,194.7,0,
03-09-2020,Groceries,213.8,553.1,193.1,0,195.1,0,
04-09-2020,Groceries,262.6,544,199.23,0,266.7,0,
05-09-2020,Groceries,214.1,554.6,194.57,0,11.9,1,supplier_delay
06-09-2020,Groceries,186.9,563.4,200.32,0,168.7,0,
07-09-2020,Groceries,156.8,570.5,198.83,0,161,0,
08-09-2020,Groceries,176.8,749.6,196.31,0,174.5,0,
09-09-2020,Groceries,240.5,733.7,200.41,0,248.6,0,
10-09-2020,Groceries,229,741.6,201.47,0,222.8,0,
11-09-2020,Groceries,247.8,728.7,197.9,0,257.4,0,
12-09-2020,Groceries,237.2,726,197.02,0,226.1,0,
13-09-2020,Groceries,302.6,741.7,198.6,1,305.2,0,
14-09-2020,Groceries,172.6,740.1,190.6,0,163.1,0,
15-09-2020,Groceries,193,730.8,195.65,0,173.8,0,
16-09-2020,Groceries,209.4,731.8,196.02,0,200.4,0,
17-09-2020,Groceries,234.9,720.9,194.67,0,237.4,0,
18-09-2020,Groceries,261.2,707,193.02,0,240.9,0,
19-09-2020,Groceries,229.5,719.8,200.03,0,223.9,0,
20-09-2020,Groceries,220.9,732.8,196.78,0,205.8,0,
21-09-2020,Groceries,184.9,739.5,197.14,0,168.5,0,
22-09-2020,Groceries,245.6,748.8,201.7,1,243.8,0,
23-09-2020,Groceries,170.2,745.4,195.35,0,177.4,0,
24-09-2020,Groceries,220.6,729.7,194.59,0,208.8,0,
25-09-2020,Groceries,230.7,726.3,201.45,0,227.8,0,
26-09-2020,Groceries,318.9,718.9,190.27,1,332.6,0,
27-09-2020,Groceries,196.9,736.9,196.32,0,196.4,0,
28-09-2020,Groceries,165.4,738.7,193.22,0,165.6,0,
29-09-2020,Groceries,200.3,729.2,197.26,0,185.6,0,
30-09-2020,Groceries,213.4,730.7,198.36,0,207.8,0,
01-10-2020,Groceries,338.7,719.6,198.58,1,323.5,0,
02-10-2020,Groceries,,719.9,200.14,0,262.7,0,
03-10-2020,Groceries,255.6,732.3,195.12,0,260.7,0,
