date,product_category,units_sold,inventory_level,unit_price,promotion_flag,warehouse_dispatch_rate,Unnamed: 7
30-01-2022,OFFICE SUPPLIES,402.9,746.9,87.33,FALSE,396.7,
03-20-2020,Office Supplies,383.9,856.1,88.86,0,374,
27-09-2021,electronics,140.5,474.7,47.42,No,141.2,
11-07-2020,Beauty,-333.5,1105.1,162.3,0,999999,
15-10-2022,FURNITURE,413.3,1114.8,73.07,0,396.9,
12-04-2021,AUTOMOTIVE PARTS,334.5,661.2 pcs,,0,331.3,
25-09-2022,Electronic,223,271.8,47.78,0,217.1,
11-01-2022,TOYS,265.9,-688.5,233.22,0,248.5,
22-Sep-20,Toy,274.1,635.1,228.9,No,253.1,
24-Jun-21,pet supplies,336.7,817.2,193.19,No,-,
07-10-2020,Toy,-300.6,632.2,246.69,FALSE,301.3,
02-23-2022,groceries,385.4,770.6,107.54,FALSE,373.9,
11-12-2021,PET SUPPLIES,404.1,808.6,194.13,0,384.1,
24-Jan-21,Furniture,265.9 units,584.9,75.1,0,273.3,
06-10-2020,Groceries,210.3,355.1,106.89,0,191.2,
29-11-2020,Pet Supplies,469.7,770,191.52,Y,434.6,
13-08-2021,Automotive Parts,306.6,NA,220.95,FALSE,301.4,
31-12-2021,"   Apparel	",544.6,1295.7 pcs,170.85,No,545.3,
10-Jun-21,sporting goods,782.1,1312.8,129.28,1,748.6,
01-16-2020,FURNITURE,256.9,773,73.7,N,242.4,
27-07-2022,OFFICE SUPPLIES,343.2,688.6,89.35,0,320.8,
27-02-2022,sporting goods,492.1,1452,126.95,0,467.9,
07-10-2021,automotive parts,NA,701.2,216.1,N,260,
15-12-2020,SPORTING GOODS,490.7,1404.6,130.93,0,492.3,
29-05-2022,OfficeSupplies,345.9,725.6,88.9,FALSE,316.7,
10-07-2022, Apparel,435.5,1435,171.58,0,424,
10-04-2022,FURNITURE,226.7,1134.7,73.03,0,212.9,
12-Dec-22,Pet Supplies,355.8,696.4,198.58,0,326,
12-Apr-20,Pet Supplies ,229.2,776.7,194.38,N,235.2,
04-01-2020,Toy,274.4,999999,$237.42,0,270.6,
25-10-2020,Furniture ,356.4,778.5,75.44,FALSE,321.5,
01-19-2020,ELECTRONICS,207.5,533.8,46.71,0,188.3,
01-08-2021,Automotive Parts,536.2,598,219.83,1,508.1,
22-12-2022,ELECTRONICS,314.7,264.4,46.73,0,295.8,
15-Jul-22,Beauty,502.2,936.1,165.51,FALSE,469.5,
07-24-2022,Automotive-Parts,305.4,572.2,218.71,0,291.2,
15-06-2022,"  Pet Supplies	",286.1,828.7,198.76,N,269.2,
28-Nov-22,Furniture ,363.9,1157.5,73.99,0,366.7,
16-Jan-20,APPAREL,469.9,1198,169.42,N,464,
27-Apr-21,"  Furniture 	",177.6,1024.2,75.08,FALSE,165,
08-19-2021,Groceries,316.7,701,103.75,0,295.5,
12-24-2022,groceries,400.4,753.4,NA,0,375.2,
27-08-2021,Pet Supplies,369.2,783.5,197.22,0,377.8,
09-Jun-20, Apparel,NA,1319.6,175.75,0,354.9,
08-25-2022, Electronics,262.9,256,47.12,0,243.9,
14-11-2021,pet supplies,338.5,820.5,199.43,N,346.5,
27-02-2022,OfficeSupplies,404.9,722.6,88.24,FALSE,3992,
25-11-2020,Automotive Parts,307,641.8,Rs.219.74,FALSE,317.1,
02-28-2020,"  Automotive-Parts	",359.8,773.7,214.44,No,376,
31-07-2021,Grocery,300.3,668,106.02,0,308.8,
18-Nov-22,Grocery,missing,767,Rs.108.41,0,394.9,
26-07-2020,apparel,360.8,1294.2,173.65,FALSE,357.4,
01-08-2021,Beuaty,430.6,1043.3,163.49,0,426.9,
09-Apr-21,GROCERIES,NULL,602.8,108.82,FALSE,null,
10-Aug-22,Office Supplies,357.3,700.7,90.93,No,329.9,
29-05-2020,Electronic,241.2,543.9,47.75,FALSE,220.7,
08-10-2020, Toys,313.7,624.3,233.41,0,316.3,
08-05-2021,Office Supplies,332,922.9,86.81,FALSE,,
27-11-2020,Electronics,null,533,46.58,0,193.9,
15-May-20,Office Supplies,310.2,907.9,91.95,FALSE,322.9,
07-02-2020,PET SUPPLIES,292.7,772.6,193.83,FALSE,268.6,
28-06-2021,Sporting_Goods,519.5,1332.9,131.88,0,468.6,
02-01-2023,pet supplies,377.5,663.5,Rs.199.31,0,346,
10-04-2021,beauty,425.8,975.4,Rs.167.66,FALSE,418.8,
19-02-2021,office supplies,N/A,879.2,88.68,0,412.9,
25-05-2022,pet supplies,280.8,missing,195.42,N,278.2,
31-05-2020, Beauty,371.5,1115.3,167.3,FALSE,384.7,
17-12-2022,BEAUTY,378,973.5,164.74,0,355.2,
06-28-2021,toys,318.6,641.9,236.08,0,330.4,
26-05-2020,SPORTING GOODS,476.1,1356,128.37,0,486.7,
10-06-2021,TOYS,328,631,236.63,0,325.8,
09-04-2022, Office Supplies,349,756.8,NULL,FALSE,341.1,
03-05-2020,toys,236.8,751.3,$242.6,FALSE,239.8,
04-01-2021,OFFICE SUPPLIES,380.8,859.3,88.71,0,357.9,
10-12-2022,Office Supplies,565.7,758.2,$90.57,1,552.3,
04-06-2022,Automotive Parts,?,589.6,215.4,0,348.4,
02-06-2022,PET SUPPLIES,304.4,844.5,192.94,0,274.5,
19-08-2021,PetSupplies,NA,797.9,203.23,0,340.5,
27-08-2021,OFFICE SUPPLIES,420.3,787.1,88.79,FALSE,N/A,
03-12-2022,"  APPAREL	",491.3,1399.9,166.32,0,446,
01-09-2021,Office Supplies,356,818.6 pcs,$87.63,FALSE,N/A,
03-05-2021, Beauty,394.5,-1024.4,166.98,N,368.6,
04-12-2022,AUTOMOTIVE PARTS,371.5,473.6,$219.35,0,344.3,
12-03-2022,Automotive-Parts,427.3,?,218.6,0,442.4,
09-01-2020,Sporting_Goods,518.7,1441,130.23,0,540.8,
10-Jan-22,TOYS,267.5,684.3,235.26,0,273.8,
03-Sep-21,electronics,221.4,486.1,46.35,0,203.6,
05-Sep-21,Beauty,361.2,647.9,162.92,N,362.7,
05-15-2021,Toys,388.4,645.1,236.95,1,362.2,
30-Jun-21,BEAUTY,434,989.4,159.22,0,447.1,
15-02-2020,Groceries ,279.9,683.7,111.27,0,285,
04-02-2020,Appearl,388.3,824.7,168.85,N,47.7,
27-02-2020,SPORTING GOODS,564.1,1400.8,127.04,FALSE,514.1,
09-10-2022,Electronic,-211.5,290.2,46.71,FALSE,201.2,
13-09-2020,PET SUPPLIES,309.8,791.3,205.36,No,296.6,
26-09-2020,apparel,452.8,-1206.7,167.93,0,436.5,
28-Sep-22,Electronic,225.9,,48.51,0,216,
28-03-2021, Apparel,399.5,1293.7,175.76,0,378.6,
13-04-2020,TOYS,275.1,745.1,999999,1,248.1,
24-08-2021,Pet Supplies,331,795.1 pcs,196.31,0,329.6,
12-07-2021,OfficeSupplies,282,898,92.17,0,273.4,
12-25-2020,Electronis,248.4,546.2,46.16,No,231.8,
21-May-22,Beauty,460.3,1026.7,163.11,0,463.3,
03-09-2020,Sport Goods,519,1364.8,126.6,No,541,
04-Nov-21,Sporting_Goods,548.6,1397.4,129.13,No,550,
26-05-2022,Grocerys,357,747.2,105.49,0,346,
11-23-2022,beauty,391.5,995.3,166.66,0,359.8,
13-Apr-22,AUTOMOTIVE PARTS,999999,607.7,211.65,TRUE,504.9,
18-12-2021,APPAREL,682.1,1287.4 pcs,172.81,1,656.8,
11-10-2022,Office Supplies,487.2,734.4,89.51,0,442.6,
10-12-2022,Groceries,542.7,759.9,-,1,561.8,
01-06-2020,OfficeSupplies,245.7,917.6,92.25,FALSE,229,
06-01-2020,PET SUPPLIES,244.3,-834,197.9,0,226.8,
01-Jan-21,Automotive Parts,375.2,382.9,224.88,0,43.9,
21-06-2021,Auto Parts,270.9,687,216.5,0,268.2,
12-06-2022,Apparel,397.3,1428.9,168.59,0,410.1,
08-18-2022,FURNITURE,490,1148,77.25,1,473.7,
16-01-2020,OfficeSupplies,342.5,-881.8,null,FALSE,355.8,
03-12-2020,PetSupplies,245.7,829.2,203.14,0,223.6,
17-Dec-20, Office Supplies,431.6,836.6,86.7,No,430.8,
12-11-2022,PET SUPPLIES,424.4,689,190.02,0,433.6,
20-01-2021,Groceries,319.4,535.3,109.8,FALSE,304.6,
09-02-2021,Automotive-Parts,309,687.3,224.01,0,NA,
17-11-2020,Electronic,182.5,544.3,47.72,Y,170.3,
19-Jan-22,Toy,null,685.7,233.68,No,271.1,
20-09-2020,Pet Supplies,304.8,793,194.54,0,312.7,
03-Oct-21,Toy,325.2,645.3,241.51,0,315.9,
18-Nov-21,Pet Supplies ,372.4,811,202.19,0,351.6,
12-Mar-22, Beauty,1229.4,1032.4,missing,0,422.7,
05-05-2020,APPAREL,362.3,1314,173.34,FALSE,375.8,
25-11-2020,Groceries ,279.2,574.1,108.5,0,279.7,
05-12-2022,Furniture,338.5,1140.1,75.49,No,306.2,
05-19-2021,Pet Supplies,324.5,879.5,N/A,Y,,
19-May-21,Office Supplies,287.5,,89.72,FALSE,277.5,
03-10-2020, Electronics,229.9,missing,46,0,236.3,
02-May-22,PET SUPPLIES,237.9,840.4,195.95,N,241,
02-07-2022,Sport Goods,540.1,1381.9,125.73,0,538.4,
28-08-2021,beauty,417.7,1015.2,169.68,0,410.2,
17-01-2022,OfficeSupplies,368.7,753.4,90.02,No,353.9,
23-08-2022,Grocery,null,787.1,108.31,1,474.3,
08-22-2021,beauty,355.3,1035.9,160.88,0,351.5,
27-05-2021,ELECTRONICS,318.6,505,46.92,FALSE,301.4,
14-Sep-21,Sporting_Goods,684,1405.9,123.29,Y,704.9,
07-12-2021,Furniture,missing,1005.9,73.94,0,257.3,
30-10-2021,Clothing,505,1317.8,170.91,0,519,
14-Nov-20,Grocery,314.1,,108.64,0,312.4,
18-12-2021,beauty,360.7,983.2,165.54,0,354.3,
16-08-2020,Automotive Parts,237.6,756.9,218.04,FALSE,227.8,
04-07-2021,Automotive Parts,250.5,693.3,217.52,0,240.6,
27-08-2020,Sporting_Goods,505.6,1366.3,129.12,No,495.2,
06-05-2022,Groceries,313.5,744.1,?,0,323.8,
06-12-2022,toys,304.1,584,236.82,0,302.5,
04-Sep-21,Beauty,435,635.8,165.78,0,420,
10-02-2020,Automotive-Parts,310,800.9,219.94,0,315.1,
21-04-2022,BEAUTY,486.5,1013.6,161.51,FALSE,493.9,
17-Aug-22,electronics,245,230.9,46.05,0,220.9,
28-06-2022,automotive parts,330.1,545.2,214.9,N,299.3,
03-30-2021,Grocerys,280.9,630.4,108.4,FALSE,287.9,
03-Oct-20,GROCERIES,265.3,341.1,107.75,FALSE,269.4,
04-22-2020,Beauty,371.8,1083.1,162.24,0,371.5,
23-09-2022,Office Supplies,461.4,701.1,91.29,FALSE,425.6,
06-Aug-21,Office Supplies,365.2,815.8,89.18,FALSE,375.4,
17-02-2021,SPORTING GOODS,516.2,1373.5,124.61,N,466.5,
27-05-2020,Grocerys,228.5,615.8,107.46,FALSE,229.1,
11-16-2021, Beauty,510.7,1012.8,167.05,TRUE,467.3,
12-05-2022,ELECTRONICS,360.3,293.9,$46.01,0,356,
14-02-2020,Sporting_Goods,479.3,1435.8,129.08,No,438.8,
05-May-22,Pet Supplies ,334.5,460.3,200.7,0,339.7,
08-02-2020,automotive parts,335.9,789.4,218.72,0,304.9,
23-02-2021,Toy,252.9 units,638,999999,N,233,
05-24-2021,beauty,420.8,1029.1,163.88,0,431.8,
28-04-2022,Auto Parts,389.4,402.8,218.54,N,386.3,
05-02-2021,Pet Supplies ,337.8,805.1,missing,FALSE,314.7,
10-Aug-22,PET SUPPLIES,359.8,741,202.38,N,358.6,
11-May-20,groceries,197.1,646.2,108.8,N,192.1,
11-08-2020,PET SUPPLIES,330.4,-807.8,197.05,0,322.8,
02-08-2021,Pet Supplies ,297.8,785.1,197.96,0,292.6,
02-10-2020,groceries,281.1,335.5,106.96,0,274,
05-Mar-21,Beuaty,434.7,957.4,168.16,0,421.6,
08-03-2021,apparel,391,1288.2,173.31,0,383.8,
25-09-2021,Sporting Goods,524.4,1386,127.21,0,4920,
02-01-2022, Toys,341.6,691.5,233.56,1,326.3,
09-22-2021,PET SUPPLIES,347.8,789.3,196.93,0,331.8,
06-01-2022,Electronis,383.7,336.8,46.14,Y,388.2,
11-17-2021,OfficeSupplies,-429.2,804.5,92.19,0,392.6,
07-18-2021,Groceries ,248.1,662.3,108.7,0,226.6,
04-05-2020,electronics,233.7,499.2,NA,N,212.2,
23-Oct-20,PetSupplies,379.6,801.3,195.74,N,376.4,
17-05-2022,apparel,423.2,1427.9,-,No,426.8,
19-05-2022,office supplies,425.8,690.9,90.08,0,442,
04-06-2021,AUTOMOTIVE PARTS,349.5,675.6,212.46,FALSE,328.2,
23-May-20,Toy,287.7,726.2,241.47,FALSE,266.3,
23-06-2022,office supplies,344,697.4,88.02,0,347.1,
07-04-2020,office supplies,249.2,894.7,$91.6,N,241.6,
22-Sep-22,Grocery,534.8,764.3,102.89,1,487.8,
01-07-2022,furniture,303.1,1147.6,74.77,FALSE,273,
09-11-2020,AUTOMOTIVE PARTS,293.2,662,$211.2,0,306.7,
14-10-2020,groceries,248.5,603.7,$107.68,0,231.6,
29-12-2020,Beuaty,320.9,1038.6,Rs.164.68,FALSE,335.9,
25-06-2022,Automotive Parts,346.4,542.4,215.3,No,,
30-03-2020, Beauty,330.3,1119.6,166.6,0,336.9,
16-05-2020,pet supplies,278.4,812.4,193.71,FALSE,269,
09-06-2022,Pet Supplies,310.6,829.7,NULL,0,319.6,
21-08-2021,pet supplies,370.5,785.4,200.15,0,337.4,
25-01-2021,furniture,270.1,581,72.34,FALSE,251.6,
25-11-2020,"  SPORTING GOODS	",482.4,-1367.5,126.87,0,449.6,
19-07-2022,ELECTRONICS,246.9,271.7,47.94,0,237.6,
07-Jul-22,Beuaty,519.2,963.2,169.67,No,517.9,
24-Apr-20,toys,275.6,744.7,242.27,0,284.3,
12-20-2021,Clothing,445.2,1334.4,168.38,0,465.2,
21-09-2020,Clothing,401.5,1235.7,167.9,No,397.7,
26-08-2021,OFFICE SUPPLIES,361.2,798.4,88.93,FALSE,366.3,
16-09-2020,sporting goods,508.1,1371.7,128.29,0,517.8,
01-22-2020,Sporting_Goods,2128,1447.6,Rs.129.69,0,NULL,
01-10-2020,"  Furniture 	",359.1,784.3,74.76,FALSE,363,
06-12-2022,ELECTRONICS,246,310.6,46.58,FALSE,251.5,
06-03-2020, Apparel,463.6,1223.8,170.12,0,428.1,
09-02-2022,OFFICE SUPPLIES,396.2,745.7,90.28,0,394.1,
21-01-2022,SPORTING GOODS,-,1406.4,127.65,0,559.8,
04-03-2022,Apparel,496,1309,175.98,0,471.7,
25-Feb-22,Groceries,-,766.5,110.27,FALSE,402.9,
09-Jan-22,Clothing,489.5,1335.9,167.08,FALSE,478.9,
06-04-2021,Pet Supplies ,220.4,877.6,200.74,FALSE,2285,
23-10-2022,BEAUTY,395.4,993.9,172.2,N,404.1,
10-Apr-22, Toys,316.4,652.7 pcs,240.29,0,326.7,
20-Feb-21,Pet Supplies,,800.6,195.95,No,309.6,
13-12-2021,Appearl,449.7,1319.3,167.35,N,413.5,
16-08-2021,furniture,340.1,980.1,75.33,0,355.9,
22-08-2022,AUTOMOTIVE PARTS,397.3,566.2,212.71,Yes,374.2,
14-07-2022,Groceries,342.6 units,,108.51,0,322.9,
04-07-2021,Electronics,230.2,516.5,46.88,FALSE,216.1,
18-09-2022,SPORTING GOODS,-524.7,null,128.58,No,479.1,
17-09-2021,"  Toys	",386.3,636.8,233.52,0,-,
17-Feb-20,PetSupplies,199.9,831,-,0,202.1,
16-10-2020,Grocerys,264.2,610.6,Rs.108.0,0,264.8,
17-12-2021,Grocery,NA,792.3,105.25,0,387.7,
10-04-2022,"  Grocery	",337.2,759.7,105.41,0,309.1,
19-03-2022,Electronis,356.0 units,296.4,46.83,0,362.9,
27-06-2022,furniture,N/A,1152.2,,0,252.9,
26-Feb-22,BEAUTY,409.4,823.7,163.1,0,56.1,
06-07-2021,Groceries ,235.3,646.3,108.39,0,242.7,
26-06-2021,OFFICE SUPPLIES,301.1,908.2,88.77,0,281.4,
03-17-2020, Toys,209.2,779.7,235.86,FALSE,191.9,
28-11-2021,PET SUPPLIES,327,NA,193.9,0,337.8,
13-01-2020,OFFICE SUPPLIES,302.9,886,90.75,No,289.9,
12-08-2020,Toys,260.6,611.6,229.99,FALSE,246.7,
15-02-2020,Furnture,239.8,764.4,73.5,0,221.5,
04-17-2022,groceries,-,760.4 pcs,104.26,0,360.9,
23-Dec-20,Beuaty,?,1044,158.2,1,458.5,
10-05-2022,SPORTING GOODS,514.3,1441.8,128.68,0,482.9,
30-05-2021,Office Supplies,266.3,948.5,89.17,0,242.9,
09-03-2022,Electronic,341.9,335.4,45.95,0,327.5,
26-02-2020,Sporting Goods,672.5,-1410.5,124.6,TRUE,637.3,
07-Jan-20, Beauty,270,1047,160.06,No,265.2,
23-Aug-21,Electronics,147.1,537.5,NULL,N,149.1,
28-04-2022,Beuaty,647.1,1027.8 pcs,168.3,Yes,620.8,
23-May-22,Sporting_Goods,524.5,1446.1,127.99,N,523.9,
06-05-2021,groceries,788.9,701.8,104.25,0,278.5,
26-09-2021, Office Supplies,396.8,810.3,91.35,0,380.8,
31-01-2020,TOYS,240.9,403.7,237.4,FALSE,45.7,
04-22-2021, Office Supplies,414.4,900.8,88.8,0,401,
08-26-2022,Grocerys,337,779.6,107.08,0,318.2,
15-10-2022,BEAUTY,429.7,943.5,165.52,N,435,
09-11-2022,AUTOMOTIVE PARTS,313.7,518.7,216.11,0,322.6,
20-Jul-22,PetSupplies,370.6,399.6,193.1,0,348.8,
01-28-2020,Beauty,297.7,1021.8,162.52,FALSE,295.4,
31-08-2020,pet supplies,283.5,777.3,202.83,N,272.3,
13-01-2022,FURNITURE,NA,1059.4,72.79,1,539.9,
18-12-2020,FURNITURE,328.6,831.8,75.29,0,302.7,
02-18-2022,Furniture,288,1089.9,74.7,0,283.3,
29-05-2022,Furniture,245,1166.2,74.49,0,254,
11-10-2022,Auto Parts,374.2,507.2,219.27,0,373.7,
01-Sep-21,Auto Parts,254.2,705,215.96,0,238.3,
25-06-2022,sporting goods,564.5,N/A,130.75,FALSE,563.6,
01-26-2020,TOYS,205.8,825,240.5,0,212.3,
29-01-2020,Appearl,518.7,missing,177.92,1,492.1,
25-Apr-22, Apparel,490.8,1408,174.13,1,?,
16-08-2020,Grocery,219.4,616.5 pcs,107.98,0,211.2,
29-04-2020,toys,334.4,739.7,238.8,1,313.3,
04-01-2021,Groceries,242.2,578.4,110.22,FALSE,231.3,
17-03-2020, Office Supplies,311.5,881.8,88.85,0,305.1,
19-10-2022,FURNITURE,395.1,1114.4,73.41,0,406.2,
11-Jun-20,furniture,234.8,779.5,73.54,N,229,
13-Jan-20,Electronis,165.3,537.3,47.82,0,159,
22-Dec-20,toys,402.7,638.6,233.39,1,404,
30-07-2021,beauty,498.6,1014.8,165.4,N,498.2,
15-Jul-21,Toy,380.6,639.4,236.64,FALSE,373.8,
02-12-2022,FURNITURE,370.7 units,1150.6,70.89,0,358.6,
30-06-2020,Beauty,382.4,556.8,163.83,0,391.6,
09-10-2021,Furnture,NA,970.1,73.47,0,356.4,
09-07-2022,automotive parts,329.1,508.9,214.32,No,341.9,
17-07-2020, Toys,325.1,649.9,235.71,0,303.9,
23-01-2022,Beauty,376.8,N/A,168.05,0,361.8,
21-05-2021,Grocery,329.2,665.7,107.13,FALSE,299.4,
26-02-2021,SPORTING GOODS,598.3,1046.3,130.6,0,559.2,
07-09-2021,ELECTRONICS,162.5,481.6,46.19,No,169.9,
06-12-2020,Furniture,-307,813.5,72.43,FALSE,297.5,
05-Apr-21, Toys,260.4 units,629.7,237.58,FALSE,243.1,
02-07-2020,"  OfficeSupplies	",missing,888.6,92.12,0,283.2,
05-02-2021,furniture,281.5,889.5,74.74,0,284,
13-04-2022,pet supplies,286.9,848.3,191.55,0,280.5,
25-Mar-22,FURNITURE,222.5,1130.4,75.75,0,231.5,
04-Feb-20,Electronic,188.3,537.5,46.89,0,178.9,
07-05-2020,FURNITURE,212.9,789,75.99,FALSE,204.2,
16-11-2022,groceries,386.5,770.1,$106.28,0,395.7,
05-01-2021,BEAUTY,406,1030.6,164.49,1,382.7,
17-Nov-20,Clothing,451.1,1262.4,172.03,0,430.2,
10-01-2022,BEAUTY,574,940.4,160.67,1,597.2,
07-08-2022,Beauty,526.4,?,170.03,0,500.8,
23-04-2022,Sporting_Goods,618.7,1416.8,126.58,0,579.6,
12-Sep-21,Furniture,557.9,967.9,76.17,TRUE,515.2,
01-05-2022,TOYS,312,666.7,241.8,0,285.3,
09-01-2022,Furniture ,1162.7,1071,73.53,0,279.6,
11-06-2020,Sporting Goods,null,1322.9,128.16,0,532,
03-08-2021,Office Supplies,-,457.1,Rs.90.79,0,332.7,
10-08-2021,Furnture,310,992.2,75.37,N,300.5,
13-03-2022,Auto Parts,406.2,599,213.64,0,372.9,
03-21-2021,Electronic,296.1,479.5,46.92,0,273.7,
30-01-2021, Toys,null,625.9,242.55,N,261.9,
05-20-2021,apparel,438.3,1317.9,171,0,398.6,
05-12-2020,Pet Supplies,359.7,768.8,198.73,N,364,
05-Jun-21,"  Auto Parts	",446.6 units,691.9,221.47,Y,467.3,
12-11-2022,Pet Supplies,385.3,686.3,200.35,0,NA,
05-11-2022,"  pet supplies	",422.5,704.6,200.4,No,432.4,
05-06-2022,Auto Parts,314.4,532.8,218.31,0,287.2,
17-08-2022,groceries,318.4,755.1,111.15,No,333.1,
27-May-22,Sport Goods,646.9,1412,128.26,No,597.4,
22-Jul-22,Beuaty,467.2,947.8,163.8,0,486.7,
27-Sep-20,Sporting_Goods,697.4,1378.4,130.36,1,656.7,
04-04-2020,BEAUTY,380.3,1102.6,161.86,0,351.8,
04-Feb-22,Groceries ,392,NA,106.32,FALSE,373.4,
04-14-2020,pet supplies,196.6,787.9,195.01,FALSE,187.3,
28-05-2022, Apparel,461.7,1417.3,160.98,0,434.9,
02-Feb-22,Groceries ,368.6,803.1,107.89,0,346.6,
04-11-2020,"  Toy	",269.7,726.5,-,No,275.5,
23-Sep-21,automotive parts,312.1,697.3,206.59,0,288.5,
03-09-2022,Groceries,337.1,784.9,109.74,FALSE,332.5,
22-10-2021,FURNITURE,414.7,1008.1,73.26,0,416.8,
04-10-2022,furniture,402.7,1119.8,77.35,0,414.5,
06-05-2022,APPAREL,492.6,1397.6,NULL,0,498.7,
04-Oct-22,Grocerys,316.9,764.4,106.32,0,305.5,
10-08-2022,electronics,247.6,258.9,46.99,FALSE,241,
09-09-2022,Apparel,529.6,1347.1,169.75,N,523.8,
09-01-2022,Electronis,248.4,348.2,47.26,FALSE,232,
03-Apr-20,Sporting Goods,560.9,1357.2,128.66,0,511.5,
02-11-2020,FURNITURE,217.7,779.8,999999,0,211.6,
19-12-2021,Furniture,315.6,1047.5,73.19,0,310,
25-Jul-20,apparel,399.9,1290.4,172.93,N,418.7,
15-Aug-21,TOYS,NA,638.9,240.32,Y,539,
09-01-2021,Sport Goods,484.8,1364.6,Rs.132.37,FALSE,437.2,
08-02-2020,sporting goods,515,1428.2,130.81,0,487.3,
15-05-2021,electronics,307.6,486.4,48.03,N,300.4,
21-12-2021,Office Supplies,420.6,784.9,89.28,No,395.6,
05-05-2020,toys,241.3,746.2,240.22,0,218.4,
15-02-2022,Sporting_Goods,514.6,1426.4,123.76,0,495.9,
26-07-2021, Apparel,410.5,1287.4,175.44,FALSE,401.2,
19-06-2021,Electronic,269.5,506.5,44.94,FALSE,255.7,
24-Dec-22,Electronics,320.3,256.1,999999,N,303.5,
13-03-2020,Electronics,296.1,473.6,47.08,0,269,
20-03-2022,Electronis,333.7,303.2,45.92,0,304,
06-05-2020,Electronis,266.2,535.1,47.69,FALSE,242.1,
08-09-2021,apparel,442.8,1312.2,166.83,0,430.3,
02-11-2022,APPAREL,534.5,807,165.22,No,33.8,
20-01-2021,office supplies,404.9,851.2,89.64,0,392.9,
20-03-2020,Pet Supplies,264.2,809.9,200.56,0,246,
20-09-2020,"  Furnture	",363.8,806.4,75.62,0,369.4,
06-04-2021,OfficeSupplies,297.8,889,93.67,0,284.9,
11-22-2020,FURNITURE,333.1,828.9,75.45,0,340.8,
11-10-2021,"  Auto Parts	",276,null,$214.95,0,277.8,
28-03-2022,furniture,222.9,1135.8,72.77,0,203.5,
02-01-2022,Pet Supplies,322.1,-839.5,201.72,0,292.6,
24-08-2020,Furniture ,321.2,818,73.86,0,328.6,
07-03-2020,OfficeSupplies,333.9,910,$93.52,No,315.9,
22-11-2022,"  Pet Supplies	",393.7,692.8,199.45,0,383.9,
19-09-2020,ELECTRONICS,163.4,-533,46.85,0,169.8,
13-03-2020,sporting goods,531.6,1424,127.15,0,492.7,
31-12-2020,Groceries ,333,564.3,106.46,N,322.1,
06-02-2022,TOYS,350.6,574.8,239.7,0,351.3,
01-Nov-21,AUTOMOTIVE PARTS,323.1,674.1,213.65,0,310.6,
31-03-2021,Electronis,275.4,478.2,46.6,FALSE,282.5,
16-May-20,OfficeSupplies,314.1,903.1,89.79,FALSE,303.1,
10-20-2021,GROCERIES,311.3,829.7,107.88,0,314.3,
14-12-2022,Beuaty,525.4,975.3,166.59,1,476.8,
10-05-2020,Sporting_Goods,375,,127.45,0,369.6,
15-04-2022,"  AUTOMOTIVE PARTS	",369.1,597.4,220.88,FALSE,348.7,
07-11-2021,Electronis,188.8,403.4,47.31,0,172.8,
07-03-2021,Office Supplies,349.3,880.1,88.57,0,343.4,
22-03-2020,FURNITURE,193.9,763.1,,No,201,
09-06-2020,sporting goods,464.9,1346.4,129.27,0,479.7,
26-May-20,Toy,366.7,719.5,$238.5,1,371.5,
15-Oct-21,Clothing,missing,1321.9,176.6,0,505.3,
03-Apr-22,"  Grocerys	",-,749.5,110.13,FALSE,334.6,
02-19-2020,Groceries ,240.3,485.9,107.64,No,231.4,
09-12-2020,Sporting_Goods,447.8,1415.5,128.01,N,449.4,
22-Oct-22,Pet Supplies ,-,null,199.87,FALSE,393.6,
21-Dec-20,Automotive Parts,338.2,594.8,216.68,0,341,
15-06-2021,Automotive Parts,308.4,692.6,216.44,No,297.6,
13-May-21,Automotive-Parts,328.7,683,$225.02,0,334.5,
12-Oct-22, Beauty,362.9,956.5,162.85,0,352.6,
01-04-2022,Sporting Goods,631.1,1398.5,127.67,0,615.8,
11-10-2021,Grocery,272.3,825.2,107.15,0,?,
01-17-2021,FURNITURE,369.5,868.1,$75.02,1,N/A,
09-28-2020,GROCERIES,175.4,612.2,103.62,0,173.7,
01-Oct-22,PetSupplies,427.8,717.7,199.3,0,395,
05-08-2020,electronics,168.4,551.2,47.8,0,157,
03-05-2020,furniture,180.2,758.8,73.14,0,181.9,
18-Oct-21,Sport Goods,438.5,1407.9,127.06,0,433.3,
04-08-2021,Beuaty,415,983.3,159.09,0,410.7,
19-06-2020,Beuaty,611.9,1123.6,158.88,TRUE,611.7,
04-10-2020,AUTOMOTIVE PARTS,349.2,769,220.71,0,346,
20-10-2022,beauty,452.3,973.2,170.63,N,414.7,
05-10-2022,FURNITURE,missing,1115.4,75.59,FALSE,412.1,
08-06-2020,apparel,424.1,1247.9,167.16,FALSE,423.1,
03-09-2021,TOYS,360.5,624.1,-,0,342.5,
27-05-2021,PetSupplies,290.6,874,192.82,0,263.9,
06-06-2020,Furnture,227.5,780.6,73.6,0,210.4,
05-03-2020, Apparel,365,1321.7,169.7,0,360.4,
13-01-2022,Pet Supplies,362.1,830.6,193.3,0,361.8,
09-09-2020,Furniture ,327.1,-815.2,75.72,0,310.2,
08-01-2022,Beuaty,?,987,170.13,1,551.1,
11-10-2020,groceries,225.3,609.8,105.73,N,223,
04-01-2023,groceries,429.7,744.4,108.17,0,421.9,
